,Tanggal (UTC),Jenis,Bujur,Lintang
1157,22:29.0,Intra/Inter Cloud,"135,5246444","-3,12185837"
1158,22:38.0,Positive Cloud to Ground,"135,4993365","-2,988110859"
1159,22:52.0,Intra/Inter Cloud,"135,5265106","-3,08490817"
1160,22:52.0,Intra/Inter Cloud,"135,8354982","-2,797735141"
1161,23:53.0,Intra/Inter Cloud,"135,5155006","-3,076199373"
1162,24:10.0,Intra/Inter Cloud,"135,6710565","-2,631857409"
1163,24:10.0,Intra/Inter Cloud,"135,9276016","-2,668247078"
1164,24:10.0,Negative Cloud to Ground,"135,8893209","-2,602580645"
1165,24:10.0,Intra/Inter Cloud,"135,773493","-2,667817622"
1166,24:10.0,Negative Cloud to Ground,"135,7207638","-2,734291316"
1167,24:13.0,Intra/Inter Cloud,"135,4814297","-3,017877047"
1168,24:13.0,Negative Cloud to Ground,"135,4648528","-3,021164844"
1169,24:13.0,Negative Cloud to Ground,"135,4806838","-3,018818902"
1170,24:46.0,Intra/Inter Cloud,"135,5438793","-2,858424561"
1171,24:46.0,Negative Cloud to Ground,"135,5349367","-2,856433464"
1172,25:50.0,Positive Cloud to Ground,"135,8054584","-2,687301119"
1173,25:50.0,Intra/Inter Cloud,"135,7829192","-2,870809413"
1174,25:51.0,Intra/Inter Cloud,"135,5402551","-3,079000347"
1175,26:07.0,Negative Cloud to Ground,"135,4553044","-3,035048342"
1176,26:08.0,Negative Cloud to Ground,"135,456859","-3,039012941"
1177,26:42.0,Negative Cloud to Ground,"135,9944612","-2,705588117"
1178,27:08.0,Negative Cloud to Ground,"135,448668","-3,06484895"
1179,27:20.0,Intra/Inter Cloud,"135,4632219","-3,107959054"
1180,27:20.0,Negative Cloud to Ground,"135,621939","-2,909864702"
1181,27:20.0,Negative Cloud to Ground,"135,6011304","-2,893149447"
1182,27:20.0,Negative Cloud to Ground,"135,7627396","-2,954675096"
1183,27:20.0,Negative Cloud to Ground,"135,5998064","-2,870111234"
1184,27:47.0,Intra/Inter Cloud,"135,4997611","-3,119305837"
1185,27:59.0,Negative Cloud to Ground,"135,5359183","-3,109662009"
1186,27:59.0,Intra/Inter Cloud,"135,6603386","-2,737292425"
1187,28:37.0,Intra/Inter Cloud,"135,4681538","-3,025074603"
1188,28:37.0,Negative Cloud to Ground,"135,4896494","-3,029540409"
1189,28:38.0,Negative Cloud to Ground,"135,4382311","-3,026471838"
1190,28:39.0,Negative Cloud to Ground,"135,9468398","-2,561487003"
1191,28:39.0,Intra/Inter Cloud,"135,6833557","-2,658640571"
1192,28:39.0,Negative Cloud to Ground,"135,8274261","-2,74488471"
1193,28:39.0,Intra/Inter Cloud,"135,8231138","-2,697169812"
1194,28:39.0,Intra/Inter Cloud,"135,7894222","-2,583091686"
1195,28:39.0,Intra/Inter Cloud,"135,7566253","-2,640138877"
1196,29:22.0,Positive Cloud to Ground,"135,7419662","-2,706112075"
1197,29:23.0,Intra/Inter Cloud,"135,5112062","-3,001085212"
1198,29:23.0,Negative Cloud to Ground,"135,7504609","-2,767344173"
1199,29:23.0,Negative Cloud to Ground,"135,839355","-2,836586999"
1200,29:23.0,Positive Cloud to Ground,"135,491508","-2,967305696"
1201,30:02.0,Intra/Inter Cloud,"135,5182208","-3,090821224"
1202,30:16.0,Positive Cloud to Ground,"135,7819276","-2,756325798"
1203,30:17.0,Intra/Inter Cloud,"135,4902864","-3,100191628"
1204,30:56.0,Positive Cloud to Ground,"135,8175829","-2,882629254"
1205,31:48.0,Negative Cloud to Ground,"135,9972193","-2,535373836"
1206,31:48.0,Intra/Inter Cloud,"135,961128","-2,437060828"
1207,31:48.0,Negative Cloud to Ground,"135,9521252","-2,698250146"
1208,31:48.0,Negative Cloud to Ground,"135,76986","-2,861261547"
1209,31:51.0,Positive Cloud to Ground,"135,7583384","-2,675776043"
1210,31:51.0,Intra/Inter Cloud,"135,7222882","-2,776870454"
1211,32:44.0,Intra/Inter Cloud,"135,7490685","-2,733441042"
1212,32:44.0,Intra/Inter Cloud,"135,492477","-3,088897366"
1213,33:04.0,Intra/Inter Cloud,"135,8079646","-2,718206224"
1214,33:35.0,Intra/Inter Cloud,"135,4608089","-2,944772558"
1215,33:49.0,Negative Cloud to Ground,"135,6561274","-2,765303065"
1216,34:56.0,Positive Cloud to Ground,"135,6736164","-2,663051618"
1217,34:56.0,Intra/Inter Cloud,"135,7876216","-2,669213084"
1218,34:56.0,Intra/Inter Cloud,"135,8086087","-2,679176379"
1219,34:57.0,Intra/Inter Cloud,"135,8611347","-2,543138049"
1220,35:30.0,Intra/Inter Cloud,"135,9132515","-2,655548693"
1221,35:30.0,Intra/Inter Cloud,"135,8920464","-2,407408085"
1222,35:30.0,Negative Cloud to Ground,"135,7975116","-2,552296948"
1223,35:30.0,Intra/Inter Cloud,"135,5666072","-2,887247479"
1224,35:31.0,Intra/Inter Cloud,"135,6336766","-2,781845934"
1225,35:31.0,Intra/Inter Cloud,"135,5563787","-3,002344446"
1226,35:31.0,Intra/Inter Cloud,"135,5996412","-2,803592334"
1227,35:35.0,Intra/Inter Cloud,"135,5248236","-3,069897837"
1228,36:47.0,Positive Cloud to Ground,"135,7082469","-2,711476896"
1229,36:47.0,Negative Cloud to Ground,"135,6889239","-2,798076324"
1230,38:08.0,Intra/Inter Cloud,"135,6639461","-2,75643667"
1231,38:08.0,Negative Cloud to Ground,"135,5356764","-2,987455888"
1232,38:08.0,Intra/Inter Cloud,"135,5404076","-2,97317308"
1233,38:08.0,Positive Cloud to Ground,"135,9714995","-2,723073968"
1234,38:08.0,Intra/Inter Cloud,"135,6715773","-2,749311113"
1235,38:08.0,Intra/Inter Cloud,"135,5191044","-3,06715251"
1236,38:08.0,Negative Cloud to Ground,"135,6677015","-2,775881287"
1237,38:11.0,Intra/Inter Cloud,"135,4619904","-2,990949441"
1238,38:31.0,Positive Cloud to Ground,"135,7060159","-2,683004359"
1239,38:31.0,Intra/Inter Cloud,"135,6319365","-2,763273363"
1240,38:31.0,Intra/Inter Cloud,"135,7946666","-2,521396057"
1241,38:31.0,Intra/Inter Cloud,"135,873279","-2,420364952"
1242,38:32.0,Intra/Inter Cloud,"135,4567345","-3,008986103"
1243,39:04.0,Intra/Inter Cloud,"135,5897992","-2,803115355"
1244,39:04.0,Positive Cloud to Ground,"135,5540184","-3,035995589"
1245,39:05.0,Intra/Inter Cloud,"135,8232147","-2,781728144"
1246,39:05.0,Intra/Inter Cloud,"135,5675879","-2,904435354"
1247,39:39.0,Intra/Inter Cloud,"135,7668438","-2,600784474"
1248,39:53.0,Intra/Inter Cloud,"135,7347384","-2,594233554"
1249,39:53.0,Intra/Inter Cloud,"135,7277142","-2,785033261"
1250,40:28.0,Intra/Inter Cloud,"135,9518581","-2,596534515"
1251,41:00.0,Intra/Inter Cloud,"135,5928891","-3,038287408"
1252,41:01.0,Intra/Inter Cloud,"135,4697572","-2,99308685"
1253,41:01.0,Negative Cloud to Ground,"135,5663571","-3,003985072"
1254,41:32.0,Intra/Inter Cloud,"135,5497551","-2,952925356"
1255,41:32.0,Positive Cloud to Ground,"135,6218366","-2,949313684"
1256,41:32.0,Intra/Inter Cloud,"135,5479976","-3,082035247"
1257,42:15.0,Intra/Inter Cloud,"135,7090202","-2,728703659"
1258,42:21.0,Positive Cloud to Ground,"135,810101","-2,606996944"
1259,42:21.0,Negative Cloud to Ground,"135,668026","-2,72998338"
1260,42:21.0,Intra/Inter Cloud,"135,4886789","-3,007407355"
1261,42:22.0,Negative Cloud to Ground,"135,8397379","-2,910523509"
1262,43:10.0,Intra/Inter Cloud,"135,5228546","-3,046357773"
1263,43:11.0,Negative Cloud to Ground,"135,6559314","-2,881324461"
1264,43:11.0,Negative Cloud to Ground,"135,6543183","-2,889828884"
1265,43:25.0,Intra/Inter Cloud,"135,0759015","-3,420080446"
1266,43:58.0,Positive Cloud to Ground,"135,4578568","-3,035698692"
1267,43:59.0,Negative Cloud to Ground,"135,5475108","-3,042198789"
1268,43:59.0,Negative Cloud to Ground,"135,4718674","-3,039565027"
1269,43:59.0,Negative Cloud to Ground,"135,6245389","-2,825678788"
1270,45:04.0,Intra/Inter Cloud,"135,5134485","-3,034935428"
1271,45:04.0,Negative Cloud to Ground,"135,4860676","-3,038629748"
1272,45:07.0,Intra/Inter Cloud,"135,5099691","-2,961391368"
1273,45:57.0,Intra/Inter Cloud,"135,5422876","-2,830920028"
1274,45:57.0,Negative Cloud to Ground,"135,7046554","-2,619297805"
1275,45:57.0,Negative Cloud to Ground,"135,8010401","-2,658673541"
1276,46:10.0,Intra/Inter Cloud,"135,8117885","-2,748485649"
1277,47:06.0,Intra/Inter Cloud,"135,5380069","-3,00111318"
1278,47:06.0,Intra/Inter Cloud,"135,7564959","-2,833224919"
1279,48:19.0,Intra/Inter Cloud,"135,6160261","-3,004992961"
1280,48:57.0,Intra/Inter Cloud,"135,5365525","-2,895943389"
1281,48:57.0,Negative Cloud to Ground,"135,5635175","-2,89847058"
1282,48:57.0,Negative Cloud to Ground,"135,5209852","-2,886094412"
1283,48:57.0,Negative Cloud to Ground,"135,5786923","-2,8959973"
1284,50:22.0,Intra/Inter Cloud,"135,5871486","-2,933386466"
1285,50:23.0,Negative Cloud to Ground,"135,5609063","-2,973508425"
1286,50:23.0,Intra/Inter Cloud,"135,5856645","-2,985922651"
1287,50:23.0,Intra/Inter Cloud,"135,6447676","-2,908542439"
1288,50:23.0,Positive Cloud to Ground,"135,6195742","-2,964574923"
1289,50:53.0,Positive Cloud to Ground,"135,5997992","-2,8836716"
1290,50:54.0,Intra/Inter Cloud,"135,5018237","-3,038949694"
1291,52:20.0,Intra/Inter Cloud,"135,6573153","-2,859152945"
1292,52:20.0,Intra/Inter Cloud,"135,7547712","-2,795661238"
1293,53:43.0,Positive Cloud to Ground,"135,7379434","-2,803286363"
1294,53:43.0,Intra/Inter Cloud,"135,7106674","-2,920771726"
1295,53:49.0,Intra/Inter Cloud,"135,7977043","-2,710070592"
1296,55:06.0,Positive Cloud to Ground,"135,5905095","-3,027848931"
1297,55:06.0,Positive Cloud to Ground,"135,6593225","-2,897915224"
1298,55:06.0,Intra/Inter Cloud,"135,6566601","-2,918595641"
1299,55:06.0,Intra/Inter Cloud,"135,6098586","-2,867620291"
1300,55:06.0,Intra/Inter Cloud,"135,6279908","-2,992723834"
1301,57:03.0,Positive Cloud to Ground,"135,5858528","-3,027971845"
1302,57:03.0,Negative Cloud to Ground,"135,4713879","-3,019941883"
1303,57:03.0,Negative Cloud to Ground,"135,529946","-3,019973441"
1304,57:03.0,Negative Cloud to Ground,"135,5467689","-3,02229672"
1305,57:41.0,Negative Cloud to Ground,"135,7252851","-3,059792724"
1306,58:21.0,Intra/Inter Cloud,"135,6394828","-3,050948593"
1307,58:21.0,Intra/Inter Cloud,"135,6094115","-3,017438382"
1308,58:22.0,Intra/Inter Cloud,"135,4863045","-2,849461237"
1309,58:22.0,Negative Cloud to Ground,"135,6026734","-2,878499661"
1310,58:22.0,Negative Cloud to Ground,"135,5694823","-2,843556479"
1311,58:22.0,Negative Cloud to Ground,"135,5991132","-2,847611402"
1312,58:22.0,Negative Cloud to Ground,"135,5764221","-2,843414494"
1313,58:22.0,Negative Cloud to Ground,"135,7242614","-2,899731223"
1314,58:22.0,Negative Cloud to Ground,"135,6327096","-2,846927487"
1315,58:22.0,Negative Cloud to Ground,"135,5726249","-2,840754753"
1316,58:22.0,Negative Cloud to Ground,"135,6536063","-2,855524428"
1317,59:44.0,Intra/Inter Cloud,"135,6965955","-2,7946066"
1318,59:44.0,Intra/Inter Cloud,"135,7525707","-2,748953274"
1319,59:44.0,Intra/Inter Cloud,"135,6138822","-2,834981006"
1320,59:45.0,Intra/Inter Cloud,"135,7670746","-2,683030099"
1321,59:45.0,Intra/Inter Cloud,"135,6264265","-2,875671413"
1322,04:09.0,Intra/Inter Cloud,"135,7626359","-2,877060314"
1323,04:10.0,Intra/Inter Cloud,"135,6607963","-3,041313832"
1324,06:02.0,Intra/Inter Cloud,"135,5378032","-3,082688612"
1325,06:02.0,Negative Cloud to Ground,"135,5381196","-3,031073528"
1326,06:02.0,Intra/Inter Cloud,"135,7126366","-2,92316831"
1327,06:02.0,Intra/Inter Cloud,"135,6246648","-2,684125313"
1328,09:05.0,Positive Cloud to Ground,"135,6670415","-3,091287199"
1329,11:13.0,Intra/Inter Cloud,"135,5657817","-3,076487117"
1330,12:36.0,Negative Cloud to Ground,"136,2491693","-2,899914767"
1331,14:20.0,Positive Cloud to Ground,"135,5064312","-3,030951378"
1332,17:34.0,Intra/Inter Cloud,"135,6494096","-3,031921367"
1333,20:45.0,Intra/Inter Cloud,"136,3690502","-3,148333184"
1334,21:07.0,Intra/Inter Cloud,"136,4398252","-3,133223867"
1335,21:47.0,Intra/Inter Cloud,"136,3382258","-2,965884209"
1336,22:17.0,Negative Cloud to Ground,"136,3884771","-3,193988692"
1337,22:35.0,Intra/Inter Cloud,"136,4534151","-3,112770857"
1338,23:09.0,Intra/Inter Cloud,"136,4317473","-2,994104997"
1339,24:00.0,Negative Cloud to Ground,"136,4212006","-3,160762077"
1340,24:09.0,Intra/Inter Cloud,"136,3393093","-3,163661486"
1341,24:28.0,Intra/Inter Cloud,"136,4278461","-3,116791466"
1342,24:28.0,Intra/Inter Cloud,"136,2957792","-3,18369496"
1343,24:59.0,Intra/Inter Cloud,"136,3788043","-3,164365421"
1344,25:32.0,Positive Cloud to Ground,"136,4649002","-2,976436065"
1345,25:35.0,Positive Cloud to Ground,"136,4189522","-3,021215199"
1346,25:50.0,Negative Cloud to Ground,"136,3728952","-2,996692283"
1347,25:52.0,Intra/Inter Cloud,"136,4530077","-3,001032619"
1348,25:52.0,Positive Cloud to Ground,"136,417906","-3,104094209"
1349,26:05.0,Intra/Inter Cloud,"136,42655","-3,104634116"
1350,26:29.0,Intra/Inter Cloud,"136,4467183","-3,129022721"
1351,26:35.0,Intra/Inter Cloud,"136,3626452","-3,12687103"
1352,26:42.0,Negative Cloud to Ground,"136,4675087","-3,086088637"
1353,26:47.0,Intra/Inter Cloud,"136,2753449","-3,059011531"
1354,26:57.0,Intra/Inter Cloud,"136,3573732","-3,339528496"
1355,26:57.0,Intra/Inter Cloud,"136,4164876","-3,1850599"
1356,27:00.0,Positive Cloud to Ground,"136,3650349","-3,370434573"
1357,27:01.0,Positive Cloud to Ground,"136,3722145","-3,106161342"
1358,27:01.0,Intra/Inter Cloud,"136,4026434","-3,132780181"
1359,27:07.0,Negative Cloud to Ground,"136,4510331","-3,267134373"
1360,27:13.0,Intra/Inter Cloud,"136,4463463","-3,219687138"
1361,27:24.0,Intra/Inter Cloud,"136,4636609","-3,206862314"
1362,27:26.0,Intra/Inter Cloud,"136,4673109","-3,124394009"
1363,27:32.0,Intra/Inter Cloud,"136,4002814","-3,081924525"
1364,27:32.0,Intra/Inter Cloud,"136,349211","-3,042877322"
1365,27:32.0,Intra/Inter Cloud,"136,3191889","-3,059797505"
1366,27:35.0,Intra/Inter Cloud,"136,4018694","-3,241436557"
1367,27:37.0,Intra/Inter Cloud,"136,4605008","-3,392315598"
1368,27:42.0,Intra/Inter Cloud,"136,4687244","-3,173318678"
1369,27:42.0,Intra/Inter Cloud,"136,418803","-3,156071421"
1370,27:50.0,Intra/Inter Cloud,"136,3798083","-3,118579513"
1371,27:50.0,Intra/Inter Cloud,"136,2087539","-3,109164106"
1372,27:51.0,Intra/Inter Cloud,"136,4626234","-3,083588491"
1373,27:53.0,Negative Cloud to Ground,"136,4152405","-3,180736512"
1374,27:53.0,Intra/Inter Cloud,"136,3780421","-3,189030112"
1375,27:53.0,Intra/Inter Cloud,"136,4693947","-3,2406832"
1376,27:58.0,Intra/Inter Cloud,"136,3903022","-3,303742364"
1377,28:02.0,Negative Cloud to Ground,"136,4464161","-3,293792921"
1378,28:05.0,Intra/Inter Cloud,"136,3683645","-3,029543521"
1379,28:05.0,Intra/Inter Cloud,"136,3761708","-3,169642723"
1380,28:05.0,Intra/Inter Cloud,"136,331962","-3,126353471"
1381,28:05.0,Intra/Inter Cloud,"136,3121634","-3,271076222"
1382,28:05.0,Intra/Inter Cloud,"136,3524991","-3,266946759"
1383,28:05.0,Intra/Inter Cloud,"136,4647127","-3,229757721"
1384,28:05.0,Positive Cloud to Ground,"136,4270333","-3,128230268"
1385,28:09.0,Intra/Inter Cloud,"136,393004","-3,224590404"
1386,28:10.0,Negative Cloud to Ground,"136,3821658","-3,236566632"
1387,28:14.0,Intra/Inter Cloud,"136,3427435","-3,294444999"
1388,28:17.0,Intra/Inter Cloud,"136,3098416","-3,20755449"
1389,28:17.0,Intra/Inter Cloud,"136,3548418","-3,140617326"
1390,28:21.0,Intra/Inter Cloud,"136,3447278","-3,209952529"
1391,28:24.0,Positive Cloud to Ground,"136,3094966","-2,940028195"
1392,28:24.0,Intra/Inter Cloud,"136,2443155","-2,783811296"
1393,28:25.0,Positive Cloud to Ground,"136,2446144","-3,227460403"
1394,28:25.0,Intra/Inter Cloud,"136,3517309","-3,290233315"
1395,28:27.0,Positive Cloud to Ground,"136,3838344","-3,325222045"
1396,28:32.0,Intra/Inter Cloud,"136,4079622","-3,146324259"
1397,28:32.0,Positive Cloud to Ground,"136,2619895","-3,104715061"
1398,28:33.0,Intra/Inter Cloud,"136,2802766","-3,148203572"
1399,28:34.0,Negative Cloud to Ground,"136,3656848","-3,268177268"
1400,28:34.0,Negative Cloud to Ground,"136,4680815","-3,280581128"
1401,28:34.0,Negative Cloud to Ground,"136,4470094","-3,23056685"
1402,28:40.0,Negative Cloud to Ground,"136,4398417","-3,344342338"
1403,28:45.0,Intra/Inter Cloud,"136,3855068","-3,169627585"
1404,28:45.0,Negative Cloud to Ground,"136,4664486","-3,27902967"
1405,28:45.0,Negative Cloud to Ground,"136,3427259","-3,318913972"
1406,28:47.0,Intra/Inter Cloud,"136,402743","-3,174868896"
1407,28:54.0,Negative Cloud to Ground,"136,4785784","-3,333176134"
1408,29:00.0,Negative Cloud to Ground,"136,3270458","-3,321379736"
1409,29:00.0,Negative Cloud to Ground,"136,4199395","-3,277491998"
1410,29:00.0,Negative Cloud to Ground,"136,4697126","-3,258957465"
1411,29:01.0,Negative Cloud to Ground,"136,4650041","-3,140382061"
1412,29:03.0,Intra/Inter Cloud,"136,471521","-3,216319705"
1413,29:04.0,Intra/Inter Cloud,"136,43701","-3,360866334"
1414,29:04.0,Positive Cloud to Ground,"136,3782089","-3,20820613"
1415,29:08.0,Negative Cloud to Ground,"136,3417681","-3,222593178"
1416,29:11.0,Intra/Inter Cloud,"136,2705617","-3,267603779"
1417,29:13.0,Intra/Inter Cloud,"136,4410485","-3,245327581"
1418,29:14.0,Intra/Inter Cloud,"136,4270843","-3,048731472"
1419,29:24.0,Intra/Inter Cloud,"136,2528031","-3,358695045"
1420,29:25.0,Intra/Inter Cloud,"136,4076828","-3,265199325"
1421,29:30.0,Intra/Inter Cloud,"136,4027093","-3,337447837"
1422,29:32.0,Intra/Inter Cloud,"136,4449258","-3,151036412"
1423,29:32.0,Intra/Inter Cloud,"136,177649","-3,238968956"
1424,29:36.0,Intra/Inter Cloud,"136,4699461","-3,05775672"
1425,29:43.0,Positive Cloud to Ground,"136,4031711","-3,171574554"
1426,29:43.0,Negative Cloud to Ground,"136,2717085","-3,034688573"
1427,29:43.0,Positive Cloud to Ground,"136,2020321","-3,1001525"
1428,29:47.0,Intra/Inter Cloud,"136,4524579","-3,131976213"
1429,29:48.0,Negative Cloud to Ground,"136,3009559","-3,222773197"
1430,29:48.0,Negative Cloud to Ground,"136,3827697","-3,256587998"
1431,29:50.0,Intra/Inter Cloud,"136,2983259","-3,198490855"
1432,29:53.0,Intra/Inter Cloud,"136,4706258","-3,042039719"
1433,29:54.0,Intra/Inter Cloud,"136,2603864","-3,274908876"
1434,29:54.0,Intra/Inter Cloud,"136,2315652","-3,333724917"
1435,29:54.0,Intra/Inter Cloud,"136,3011751","-3,192005608"
1436,29:59.0,Intra/Inter Cloud,"136,182597","-3,269442398"
1437,29:59.0,Intra/Inter Cloud,"136,468579","-3,202062741"
1438,29:59.0,Negative Cloud to Ground,"136,4739276","-3,211904832"
1439,29:59.0,Negative Cloud to Ground,"136,4507491","-3,336026054"
1440,29:59.0,Intra/Inter Cloud,"136,4472131","-3,229676674"
1441,29:59.0,Negative Cloud to Ground,"136,2844551","-3,265920394"
1442,30:03.0,Intra/Inter Cloud,"136,4591939","-3,111476873"
1443,30:06.0,Intra/Inter Cloud,"136,2681108","-3,254076839"
1444,30:06.0,Intra/Inter Cloud,"136,2977872","-3,100412916"
1445,30:07.0,Intra/Inter Cloud,"136,3173561","-3,126532131"
1446,30:12.0,Intra/Inter Cloud,"136,3553188","-3,172697483"
1447,30:13.0,Positive Cloud to Ground,"136,2979615","-3,396103856"
1448,30:13.0,Intra/Inter Cloud,"136,3349258","-3,282436813"
1449,30:13.0,Intra/Inter Cloud,"136,4596466","-3,224732195"
1450,30:13.0,Intra/Inter Cloud,"136,3539225","-3,264225539"
1451,30:14.0,Intra/Inter Cloud,"136,2464077","-3,372632903"
1452,30:14.0,Intra/Inter Cloud,"136,2781391","-3,219645183"
1453,30:16.0,Intra/Inter Cloud,"136,2685329","-3,20093934"
1454,30:17.0,Intra/Inter Cloud,"136,3275133","-3,287859928"
1455,30:19.0,Intra/Inter Cloud,"136,3566165","-3,240969622"
1456,30:19.0,Intra/Inter Cloud,"136,1766524","-3,263549937"
1457,30:19.0,Intra/Inter Cloud,"136,3711852","-3,276983744"
1458,30:20.0,Intra/Inter Cloud,"136,1860474","-3,273776177"
1459,30:20.0,Intra/Inter Cloud,"136,2154904","-3,253074528"
1460,30:20.0,Intra/Inter Cloud,"136,3465908","-3,311634763"
1461,30:20.0,Intra/Inter Cloud,"136,3042793","-3,417151172"
1462,30:21.0,Intra/Inter Cloud,"136,2898697","-3,422481504"
1463,30:22.0,Negative Cloud to Ground,"136,476134","-3,066116344"
1464,30:23.0,Negative Cloud to Ground,"136,4532191","-3,262157424"
1465,30:23.0,Intra/Inter Cloud,"136,2657937","-2,948702809"
1466,30:23.0,Positive Cloud to Ground,"136,3545012","-2,874996089"
1467,30:23.0,Negative Cloud to Ground,"136,2292101","-2,940308023"
1468,30:25.0,Intra/Inter Cloud,"136,3016603","-3,272115254"
1469,30:25.0,Intra/Inter Cloud,"136,1174302","-3,300694085"
1470,30:25.0,Intra/Inter Cloud,"136,309816","-3,368958267"
1471,30:25.0,Intra/Inter Cloud,"136,3718612","-3,224697642"
1472,30:25.0,Positive Cloud to Ground,"136,4113617","-3,249924579"
1473,30:25.0,Positive Cloud to Ground,"136,2149326","-3,131838543"
1474,30:26.0,Intra/Inter Cloud,"136,2394033","-3,099343697"
1475,30:26.0,Intra/Inter Cloud,"136,2606069","-3,076884772"
1476,30:26.0,Intra/Inter Cloud,"136,248704","-3,241224168"
1477,30:26.0,Intra/Inter Cloud,"136,376781","-3,305297357"
1478,30:26.0,Positive Cloud to Ground,"136,2102093","-3,438819502"
1479,30:29.0,Intra/Inter Cloud,"136,3353009","-3,150978636"
1480,30:33.0,Intra/Inter Cloud,"136,39017","-3,067904813"
1481,30:33.0,Intra/Inter Cloud,"136,252075","-3,174352791"
1482,30:33.0,Intra/Inter Cloud,"136,18951","-3,231992389"
1483,30:34.0,Intra/Inter Cloud,"136,1774017","-3,282007609"
1484,30:37.0,Intra/Inter Cloud,"136,2435586","-3,265489471"
1485,30:37.0,Intra/Inter Cloud,"136,2188849","-3,211567219"
1486,30:37.0,Intra/Inter Cloud,"136,392778","-3,223953106"
1487,30:38.0,Positive Cloud to Ground,"136,414208","-3,210282137"
