Tanggal (UTC),Jenis,Bujur,Lintang
02:40.0,Intra/Inter Cloud,"135,2718285","-2,623176351"
03:21.0,Intra/Inter Cloud,"135,1311134","-2,463846597"
03:21.0,Negative Cloud to Ground,"135,0823928","-2,525381282"
03:21.0,Intra/Inter Cloud,"135,1738034","-2,523414921"
03:21.0,Intra/Inter Cloud,"135,1055046","-2,540992143"
03:21.0,Negative Cloud to Ground,"135,3060489","-2,628309378"
05:26.0,Intra/Inter Cloud,"135,1492775","-2,794418228"
06:21.0,Intra/Inter Cloud,"135,200346","-2,67987817"
06:40.0,Intra/Inter Cloud,"135,3399515","-2,585809401"
06:40.0,Negative Cloud to Ground,"135,3355482","-2,587526407"
07:32.0,Intra/Inter Cloud,"135,2515555","-2,420980481"
07:34.0,Negative Cloud to Ground,"135,2095777","-2,664181048"
08:32.0,Intra/Inter Cloud,"135,2349529","-2,428807621"
08:32.0,Intra/Inter Cloud,"135,2695848","-2,581253916"
09:01.0,Intra/Inter Cloud,"135,2215912","-2,691978892"
09:01.0,Negative Cloud to Ground,"135,0544988","-2,40056176"
09:02.0,Intra/Inter Cloud,"135,271365","-2,637730853"
09:03.0,Negative Cloud to Ground,"135,2215068","-2,508614813"
10:00.0,Intra/Inter Cloud,"135,316377","-2,6105655"
10:00.0,Intra/Inter Cloud,"135,1724162","-2,584995417"
10:32.0,Positive Cloud to Ground,"135,1596604","-2,846674971"
10:41.0,Intra/Inter Cloud,"135,2555296","-2,850207971"
11:38.0,Negative Cloud to Ground,"135,2943196","-2,562973998"
11:38.0,Intra/Inter Cloud,"135,3123575","-2,637459747"
11:38.0,Intra/Inter Cloud,"135,3669332","-2,860035024"
11:46.0,Negative Cloud to Ground,"135,1628274","-2,68402221"
11:46.0,Intra/Inter Cloud,"135,3183162","-2,827578055"
11:46.0,Intra/Inter Cloud,"135,2413988","-2,68920867"
11:47.0,Intra/Inter Cloud,"135,2761482","-2,76979765"
12:26.0,Negative Cloud to Ground,"135,2923617","-2,609992774"
12:26.0,Negative Cloud to Ground,"135,2784703","-2,857323559"
12:26.0,Negative Cloud to Ground,"135,2262604","-2,567641819"
12:26.0,Intra/Inter Cloud,"135,2952603","-2,702460378"
12:56.0,Negative Cloud to Ground,"135,300503","-2,692572945"
13:52.0,Intra/Inter Cloud,"135,3172019","-2,977297681"
13:52.0,Positive Cloud to Ground,"135,3950345","-3,089288717"
13:52.0,Positive Cloud to Ground,"135,3067602","-2,980464914"
15:54.0,Intra/Inter Cloud,"135,2942072","-2,855093828"
15:54.0,Positive Cloud to Ground,"135,2693236","-2,844527772"
15:54.0,Positive Cloud to Ground,"135,2711393","-2,880538881"
15:54.0,Negative Cloud to Ground,"135,3654301","-3,02540433"
16:49.0,Intra/Inter Cloud,"135,281349","-2,785304968"
17:00.0,Negative Cloud to Ground,"135,4454133","-3,036530262"
17:03.0,Negative Cloud to Ground,"135,3959741","-2,947805661"
17:03.0,Negative Cloud to Ground,"135,3824523","-3,045893625"
17:51.0,Negative Cloud to Ground,"135,413599","-3,041422642"
17:51.0,Negative Cloud to Ground,"135,4699324","-3,030317927"
18:32.0,Negative Cloud to Ground,"135,2755334","-2,652675448"
18:32.0,Intra/Inter Cloud,"135,2777637","-2,655638538"
18:32.0,Intra/Inter Cloud,"135,2696765","-2,648329566"
18:32.0,Intra/Inter Cloud,"135,3701707","-3,018430019"
18:32.0,Intra/Inter Cloud,"135,3332433","-2,846950189"
18:32.0,Intra/Inter Cloud,"135,3559328","-2,912936654"
18:32.0,Intra/Inter Cloud,"135,3833936","-2,984236766"
18:32.0,Negative Cloud to Ground,"135,2933692","-2,628326618"
18:32.0,Intra/Inter Cloud,"135,2721061","-2,725409485"
18:32.0,Intra/Inter Cloud,"135,2784111","-2,778395591"
19:22.0,Intra/Inter Cloud,"135,2978491","-2,788632242"
20:17.0,Intra/Inter Cloud,"135,3409198","-2,987636453"
20:52.0,Intra/Inter Cloud,"135,2730807","-2,783732586"
20:52.0,Intra/Inter Cloud,"135,3841484","-3,091221347"
20:52.0,Intra/Inter Cloud,"135,3139609","-2,865788011"
21:03.0,Intra/Inter Cloud,"135,3796485","-2,900815065"
21:04.0,Positive Cloud to Ground,"135,4276657","-3,055705788"
21:04.0,Negative Cloud to Ground,"135,1782169","-2,58418336"
21:04.0,Intra/Inter Cloud,"135,3127946","-2,85691719"
22:15.0,Intra/Inter Cloud,"135,2940446","-2,914280012"
22:15.0,Positive Cloud to Ground,"135,3447276","-3,048162645"
22:16.0,Intra/Inter Cloud,"135,3592634","-3,029518875"
22:48.0,Intra/Inter Cloud,"135,2408899","-2,691476067"
22:48.0,Negative Cloud to Ground,"135,306393","-2,9365927"
22:57.0,Intra/Inter Cloud,"135,4018324","-3,055777783"
23:31.0,Intra/Inter Cloud,"135,433095","-2,938755067"
23:31.0,Negative Cloud to Ground,"135,4141679","-2,937577744"
24:08.0,Intra/Inter Cloud,"135,3915159","-3,023828915"
24:08.0,Negative Cloud to Ground,"135,3100622","-2,798231476"
24:08.0,Intra/Inter Cloud,"135,3271778","-2,779596406"
24:08.0,Intra/Inter Cloud,"135,1879493","-2,633215866"
24:08.0,Intra/Inter Cloud,"135,1967734","-2,53840205"
24:08.0,Negative Cloud to Ground,"135,3339846","-2,841284761"
24:55.0,Intra/Inter Cloud,"135,222154","-2,439994606"
24:55.0,Negative Cloud to Ground,"135,4126782","-3,098886539"
25:50.0,Intra/Inter Cloud,"135,3016635","-2,710689153"
25:50.0,Intra/Inter Cloud,"135,2277837","-2,810981553"
26:36.0,Intra/Inter Cloud,"135,2735673","-2,549718597"
26:43.0,Intra/Inter Cloud,"135,3697927","-3,060182769"
26:43.0,Positive Cloud to Ground,"135,3611366","-3,000183643"
27:12.0,Intra/Inter Cloud,"135,2135126","-3,00669608"
27:12.0,Negative Cloud to Ground,"135,0634554","-2,849551426"
27:12.0,Intra/Inter Cloud,"135,1175371","-2,905630843"
27:12.0,Intra/Inter Cloud,"135,0965357","-2,920883893"
27:12.0,Intra/Inter Cloud,"135,1298013","-2,904946689"
27:45.0,Intra/Inter Cloud,"135,4434312","-3,132510415"
28:36.0,Positive Cloud to Ground,"135,3970874","-2,991360026"
28:36.0,Intra/Inter Cloud,"135,3780963","-3,079950705"
28:42.0,Intra/Inter Cloud,"135,163943","-2,905585873"
28:42.0,Negative Cloud to Ground,"135,1484795","-2,925252228"
28:43.0,Intra/Inter Cloud,"135,1438708","-2,896987503"
28:46.0,Positive Cloud to Ground,"135,4122978","-3,141722022"
29:24.0,Intra/Inter Cloud,"135,368851","-3,138691076"
29:24.0,Negative Cloud to Ground,"135,2345257","-2,929417175"
29:24.0,Negative Cloud to Ground,"135,2072342","-2,8127781"
29:24.0,Intra/Inter Cloud,"135,3812621","-3,166891026"
29:40.0,Intra/Inter Cloud,"135,4219193","-3,097588466"
31:17.0,Positive Cloud to Ground,"135,3664191","-2,972346669"
31:17.0,Intra/Inter Cloud,"135,354643","-2,992069282"
33:10.0,Intra/Inter Cloud,"135,333505","-3,118394609"
33:10.0,Negative Cloud to Ground,"135,1760605","-2,851403397"
34:04.0,Negative Cloud to Ground,"135,3334643","-2,952713177"
34:29.0,Positive Cloud to Ground,"135,363449","-3,025788128"
34:29.0,Intra/Inter Cloud,"135,4012254","-3,127413265"
35:30.0,Intra/Inter Cloud,"135,4518172","-3,09351811"
36:12.0,Intra/Inter Cloud,"135,3650153","-3,050290766"
36:12.0,Negative Cloud to Ground,"135,3344905","-2,874379687"
36:12.0,Negative Cloud to Ground,"135,3108515","-2,828847248"
36:12.0,Negative Cloud to Ground,"135,31645","-2,849213463"
36:12.0,Negative Cloud to Ground,"135,3044656","-2,801801224"
36:12.0,Negative Cloud to Ground,"135,2857022","-2,828622307"
37:47.0,Intra/Inter Cloud,"135,4263144","-3,128008642"
38:00.0,Intra/Inter Cloud,"135,2942931","-2,768332926"
38:00.0,Intra/Inter Cloud,"135,2486537","-2,764367118"
38:01.0,Intra/Inter Cloud,"135,3124851","-2,773250621"
38:01.0,Intra/Inter Cloud,"135,3421501","-3,103023826"
38:01.0,Intra/Inter Cloud,"135,3406547","-2,942694234"
38:42.0,Intra/Inter Cloud,"135,3466445","-3,168858964"
38:53.0,Negative Cloud to Ground,"135,2583301","-2,775452301"
38:53.0,Intra/Inter Cloud,"135,2361108","-2,844882716"
39:00.0,Intra/Inter Cloud,"135,3339538","-2,888012331"
39:00.0,Negative Cloud to Ground,"135,3283614","-2,899809566"
39:35.0,Intra/Inter Cloud,"135,40231","-3,031839301"
40:11.0,Negative Cloud to Ground,"135,3518909","-2,892430639"
40:11.0,Negative Cloud to Ground,"135,3517692","-2,949297551"
40:11.0,Negative Cloud to Ground,"135,3908446","-2,984200613"
40:11.0,Intra/Inter Cloud,"135,3767265","-3,151319018"
40:11.0,Intra/Inter Cloud,"135,4245862","-3,109665766"
42:23.0,Intra/Inter Cloud,"135,3935263","-3,130154627"
42:49.0,Intra/Inter Cloud,"135,400915","-3,127866108"
42:49.0,Negative Cloud to Ground,"135,3557314","-2,964643021"
42:49.0,Intra/Inter Cloud,"135,2851657","-2,900419817"
42:49.0,Intra/Inter Cloud,"135,3704566","-2,951109892"
42:50.0,Intra/Inter Cloud,"135,3992665","-3,136511005"
42:50.0,Intra/Inter Cloud,"135,3805412","-3,046837965"
43:57.0,Negative Cloud to Ground,"135,2966771","-3,109124559"
43:57.0,Intra/Inter Cloud,"135,0647558","-3,069888144"
45:56.0,Intra/Inter Cloud,"135,3252621","-2,918122385"
45:56.0,Negative Cloud to Ground,"135,3885916","-3,160754464"
46:14.0,Positive Cloud to Ground,"135,2390201","-3,094897662"
46:14.0,Intra/Inter Cloud,"135,3876356","-3,218816167"
47:51.0,Negative Cloud to Ground,"135,3315781","-3,164213894"
47:51.0,Negative Cloud to Ground,"135,3650992","-3,203206707"
47:51.0,Intra/Inter Cloud,"135,3576788","-3,186011833"
48:20.0,Negative Cloud to Ground,"135,4476275","-3,200600705"
48:20.0,Negative Cloud to Ground,"135,4316389","-3,111211602"
48:23.0,Intra/Inter Cloud,"135,3608036","-3,206340354"
49:19.0,Intra/Inter Cloud,"135,3134061","-3,137046044"
49:19.0,Negative Cloud to Ground,"135,3491326","-3,198208635"
49:53.0,Positive Cloud to Ground,"135,4423364","-3,164583599"
49:53.0,Negative Cloud to Ground,"135,4031603","-3,201211209"
50:06.0,Negative Cloud to Ground,"135,2373135","-3,038318019"
50:06.0,Negative Cloud to Ground,"135,1773544","-2,977707888"
50:59.0,Intra/Inter Cloud,"135,3805838","-3,06125979"
51:22.0,Intra/Inter Cloud,"135,2389729","-3,048728343"
51:22.0,Negative Cloud to Ground,"135,1950281","-2,984430345"
51:23.0,Intra/Inter Cloud,"135,2718847","-3,084685977"
51:23.0,Negative Cloud to Ground,"135,1972905","-2,983591384"
51:23.0,Intra/Inter Cloud,"135,2827529","-3,084788049"
51:23.0,Negative Cloud to Ground,"135,2170926","-3,048514977"
51:30.0,Intra/Inter Cloud,"135,4248455","-3,169556958"
51:30.0,Intra/Inter Cloud,"135,3574268","-2,965830003"
51:30.0,Intra/Inter Cloud,"135,3591213","-2,955056988"
51:30.0,Intra/Inter Cloud,"135,3579294","-3,06716695"
51:30.0,Positive Cloud to Ground,"135,4216172","-3,201964818"
51:31.0,Positive Cloud to Ground,"135,4351182","-3,244481845"
51:31.0,Negative Cloud to Ground,"135,4616034","-3,172002846"
52:42.0,Positive Cloud to Ground,"135,3654103","-3,146812898"
52:42.0,Negative Cloud to Ground,"135,4262003","-3,26824059"
52:42.0,Negative Cloud to Ground,"135,4151594","-3,12468129"
52:42.0,Negative Cloud to Ground,"135,4100663","-3,19017317"
52:42.0,Negative Cloud to Ground,"135,3808692","-3,034983086"
52:42.0,Negative Cloud to Ground,"135,4285777","-3,230297259"
53:30.0,Intra/Inter Cloud,"135,3489223","-3,171596632"
53:30.0,Negative Cloud to Ground,"135,2251291","-3,030756921"
53:30.0,Intra/Inter Cloud,"135,2208615","-3,046727612"
53:30.0,Negative Cloud to Ground,"135,2338318","-3,068292699"
53:30.0,Negative Cloud to Ground,"135,3213725","-3,187782072"
53:30.0,Intra/Inter Cloud,"135,3956137","-3,230049333"
55:12.0,Positive Cloud to Ground,"135,2394467","-3,111195187"
55:13.0,Intra/Inter Cloud,"135,4252301","-3,177848534"
55:55.0,Negative Cloud to Ground,"135,5280399","-4,369586766"
56:26.0,Intra/Inter Cloud,"135,4334677","-3,237500388"
56:26.0,Positive Cloud to Ground,"135,4250132","-3,223987118"
56:54.0,Negative Cloud to Ground,"135,3426885","-3,198054738"
57:07.0,Intra/Inter Cloud,"135,4730849","-4,319873933"
57:27.0,Intra/Inter Cloud,"135,3092829","-3,121527798"
57:27.0,Intra/Inter Cloud,"135,2341357","-3,049258339"
57:27.0,Intra/Inter Cloud,"135,3626554","-3,212808932"
58:54.0,Intra/Inter Cloud,"135,4270849","-4,361602159"
59:32.0,Intra/Inter Cloud,"135,4022199","-3,172689395"
59:32.0,Intra/Inter Cloud,"135,3989599","-3,180259453"
59:52.0,Intra/Inter Cloud,"135,4602434","-4,317731294"
00:00.0,Intra/Inter Cloud,"135,4787464","-4,347646263"
01:17.0,Positive Cloud to Ground,"135,5363903","-4,315927838"
02:33.0,Intra/Inter Cloud,"135,3977673","-3,217949128"
02:38.0,Intra/Inter Cloud,"135,2306736","-3,063360572"
02:49.0,Negative Cloud to Ground,"135,5813547","-4,363924141"
05:07.0,Positive Cloud to Ground,"135,5260162","-4,306720402"
05:07.0,Negative Cloud to Ground,"135,5720527","-4,367068726"
05:17.0,Intra/Inter Cloud,"135,3612321","-3,013220833"
05:26.0,Negative Cloud to Ground,"135,2031391","-3,079380977"
06:12.0,Positive Cloud to Ground,"135,3492356","-3,210575882"
06:12.0,Intra/Inter Cloud,"135,3776076","-3,189367637"
06:37.0,Negative Cloud to Ground,"135,5014344","-4,329978399"
06:42.0,Intra/Inter Cloud,"135,4471499","-3,272800492"
07:47.0,Positive Cloud to Ground,"135,4401455","-4,300426428"
07:48.0,Negative Cloud to Ground,"135,4647978","-4,324236302"
07:57.0,Intra/Inter Cloud,"135,4319045","-4,323660944"
08:24.0,Positive Cloud to Ground,"135,2934742","-3,150703579"
08:24.0,Positive Cloud to Ground,"135,3649114","-3,222419364"
08:24.0,Intra/Inter Cloud,"135,361675","-3,222343596"
08:53.0,Intra/Inter Cloud,"135,546768","-4,353101206"
09:12.0,Intra/Inter Cloud,"135,5071416","-4,362358226"
09:27.0,Positive Cloud to Ground,"135,5026311","-4,316937943"
09:27.0,Positive Cloud to Ground,"135,4872189","-4,367149637"
09:35.0,Intra/Inter Cloud,"135,3498538","-3,231407663"
09:35.0,Negative Cloud to Ground,"135,3482343","-3,204781098"
09:39.0,Intra/Inter Cloud,"135,1798169","-3,026742441"
09:39.0,Intra/Inter Cloud,"135,2490976","-3,065986285"
09:39.0,Negative Cloud to Ground,"135,2170727","-3,042443663"
09:39.0,Negative Cloud to Ground,"135,2302237","-3,050747213"
09:40.0,Negative Cloud to Ground,"135,2841549","-3,108514783"
10:37.0,Positive Cloud to Ground,"135,4938206","-4,356894119"
11:56.0,Intra/Inter Cloud,"135,5169875","-4,310305044"
13:00.0,Positive Cloud to Ground,"135,2691173","-3,134979245"
13:22.0,Intra/Inter Cloud,"135,4305064","-3,253879632"
13:23.0,Negative Cloud to Ground,"135,3718114","-3,194572263"
13:23.0,Intra/Inter Cloud,"135,3753835","-3,090078327"
13:25.0,Positive Cloud to Ground,"135,3064746","-3,122268714"
13:25.0,Positive Cloud to Ground,"135,3479491","-3,15912886"
14:23.0,Intra/Inter Cloud,"135,4448374","-4,364740856"
14:27.0,Negative Cloud to Ground,"135,1880576","-3,02746062"
14:27.0,Intra/Inter Cloud,"135,3123077","-3,168325156"
14:28.0,Intra/Inter Cloud,"135,3713721","-3,221512813"
14:28.0,Positive Cloud to Ground,"135,2828604","-3,100965239"
14:28.0,Negative Cloud to Ground,"135,3633982","-3,202500511"
15:04.0,Intra/Inter Cloud,"135,3763096","-3,218079552"
15:44.0,Intra/Inter Cloud,"135,3522317","-3,203061342"
15:44.0,Positive Cloud to Ground,"135,3589542","-3,204334447"
15:45.0,Positive Cloud to Ground,"135,3372634","-3,188784284"
16:34.0,Intra/Inter Cloud,"135,3428193","-3,194231611"
16:34.0,Intra/Inter Cloud,"135,3520681","-3,217861599"
17:34.0,Intra/Inter Cloud,"135,2573219","-3,117353591"
17:43.0,Intra/Inter Cloud,"135,2904661","-3,124434981"
17:43.0,Intra/Inter Cloud,"135,3300687","-3,101472501"
17:44.0,Intra/Inter Cloud,"135,2921772","-3,158486527"
17:44.0,Negative Cloud to Ground,"135,3760373","-3,215522439"
18:10.0,Intra/Inter Cloud,"135,4218185","-4,294320599"
18:20.0,Intra/Inter Cloud,"135,2625006","-3,027018476"
18:21.0,Intra/Inter Cloud,"135,3953298","-3,177485968"
19:05.0,Intra/Inter Cloud,"135,318001","-3,129566632"
19:05.0,Intra/Inter Cloud,"135,2570663","-2,989781068"
19:05.0,Intra/Inter Cloud,"135,2017029","-2,975131061"
19:06.0,Negative Cloud to Ground,"135,3482896","-3,147364602"
19:19.0,Negative Cloud to Ground,"135,2982803","-3,102454787"
19:43.0,Intra/Inter Cloud,"135,3412131","-3,123892408"
19:55.0,Intra/Inter Cloud,"135,2617313","-3,08733827"
20:10.0,Positive Cloud to Ground,"135,3753157","-3,192901288"
20:49.0,Negative Cloud to Ground,"135,2548507","-2,998390006"
20:49.0,Intra/Inter Cloud,"135,2522706","-3,021331414"
21:33.0,Intra/Inter Cloud,"135,345721","-3,177660696"
21:33.0,Intra/Inter Cloud,"135,2453053","-3,042885558"
21:34.0,Intra/Inter Cloud,"135,1628159","-3,007529034"
21:34.0,Intra/Inter Cloud,"135,0995293","-3,083157997"
21:34.0,Intra/Inter Cloud,"135,3452398","-3,199668083"
21:34.0,Intra/Inter Cloud,"135,3602967","-3,235085944"
21:50.0,Intra/Inter Cloud,"135,3858313","-3,24470753"
21:50.0,Negative Cloud to Ground,"135,3880149","-3,139823482"
23:04.0,Intra/Inter Cloud,"135,3347351","-3,153583135"
23:04.0,Positive Cloud to Ground,"135,3850589","-3,249886742"
23:04.0,Intra/Inter Cloud,"135,1687255","-2,976079812"
23:04.0,Intra/Inter Cloud,"135,207488","-2,968626282"
23:36.0,Intra/Inter Cloud,"135,4056718","-3,235541287"
23:41.0,Positive Cloud to Ground,"135,3548501","-3,1828934"
23:41.0,Positive Cloud to Ground,"135,3690302","-3,250159721"
24:45.0,Intra/Inter Cloud,"135,1797","-3,133294626"
24:46.0,Intra/Inter Cloud,"135,2272565","-3,166850595"
25:08.0,Intra/Inter Cloud,"135,3253228","-3,081878462"
25:09.0,Intra/Inter Cloud,"135,3058713","-3,067938323"
25:09.0,Intra/Inter Cloud,"135,1884883","-2,959186263"
25:35.0,Negative Cloud to Ground,"135,2471073","-2,981754936"
26:10.0,Intra/Inter Cloud,"135,2145824","-3,00050937"
26:11.0,Intra/Inter Cloud,"135,2065431","-3,040749518"
26:11.0,Positive Cloud to Ground,"135,2445595","-3,037007776"
26:11.0,Negative Cloud to Ground,"135,1871032","-2,955965757"
26:11.0,Negative Cloud to Ground,"135,361278","-3,209669998"
26:43.0,Negative Cloud to Ground,"135,3042323","-3,240375166"
26:43.0,Intra/Inter Cloud,"135,2619328","-3,189471329"
26:47.0,Positive Cloud to Ground,"135,3301284","-3,153522779"
26:47.0,Intra/Inter Cloud,"135,3385592","-3,195185283"
26:53.0,Positive Cloud to Ground,"135,3507664","-3,21594108"
27:20.0,Positive Cloud to Ground,"135,3076084","-3,08161258"
27:20.0,Intra/Inter Cloud,"135,2951615","-2,999530091"
27:41.0,Intra/Inter Cloud,"135,3648265","-3,205542304"
27:41.0,Negative Cloud to Ground,"135,2530058","-3,021921192"
27:41.0,Intra/Inter Cloud,"135,2123761","-3,007695116"
27:41.0,Negative Cloud to Ground,"135,2431097","-3,030525757"
27:41.0,Intra/Inter Cloud,"135,3299648","-3,12967494"
27:41.0,Intra/Inter Cloud,"135,3029354","-3,131632351"
27:41.0,Intra/Inter Cloud,"135,264077","-3,042177131"
28:16.0,Intra/Inter Cloud,"135,2501777","-3,078853838"
28:16.0,Negative Cloud to Ground,"134,6181432","-2,960907593"
28:30.0,Intra/Inter Cloud,"135,4032953","-3,187885048"
28:36.0,Intra/Inter Cloud,"135,2309032","-2,991011657"
28:37.0,Intra/Inter Cloud,"135,2017327","-2,9499843"
28:37.0,Intra/Inter Cloud,"135,2258724","-2,988140552"
28:37.0,Negative Cloud to Ground,"135,2323574","-3,027275299"
28:58.0,Positive Cloud to Ground,"135,312858","-3,187959578"
28:59.0,Intra/Inter Cloud,"135,3019233","-3,165807961"
29:50.0,Intra/Inter Cloud,"135,3229698","-3,157821867"
29:50.0,Intra/Inter Cloud,"135,3280331","-3,086576633"
29:50.0,Negative Cloud to Ground,"135,2021719","-2,980876818"
30:01.0,Negative Cloud to Ground,"135,2598344","-3,095118194"
30:36.0,Intra/Inter Cloud,"135,3043463","-3,127992026"
30:36.0,Intra/Inter Cloud,"135,328367","-3,138122034"
30:36.0,Positive Cloud to Ground,"135,2883538","-3,10373065"
30:37.0,Negative Cloud to Ground,"135,318661","-3,165564868"
30:37.0,Intra/Inter Cloud,"135,3726617","-3,190553616"
31:11.0,Intra/Inter Cloud,"134,7770662","-2,757025447"
31:15.0,Intra/Inter Cloud,"135,2995511","-3,083104957"
31:15.0,Negative Cloud to Ground,"135,2615573","-3,00890713"
31:15.0,Intra/Inter Cloud,"135,2287841","-2,973362074"
32:20.0,Intra/Inter Cloud,"134,8224532","-2,762878855"
32:20.0,Positive Cloud to Ground,"134,862708","-2,83483479"
32:20.0,Positive Cloud to Ground,"135,295942","-3,105755554"
32:50.0,Intra/Inter Cloud,"135,4337274","-3,228464183"
32:50.0,Intra/Inter Cloud,"135,3309348","-3,129956769"
32:56.0,Intra/Inter Cloud,"135,0226121","-2,947800949"
33:27.0,Intra/Inter Cloud,"135,4142737","-3,24342284"
33:27.0,Intra/Inter Cloud,"135,3316226","-3,207884738"
33:27.0,Negative Cloud to Ground,"135,2599509","-3,015591885"
33:27.0,Negative Cloud to Ground,"135,2486521","-3,051655919"
33:27.0,Intra/Inter Cloud,"135,1764911","-3,110521768"
33:37.0,Positive Cloud to Ground,"135,0636255","-3,052946526"
33:37.0,Intra/Inter Cloud,"135,3107508","-3,134742807"
33:37.0,Intra/Inter Cloud,"135,2068082","-3,114200768"
33:38.0,Intra/Inter Cloud,"135,3887402","-3,239307969"
33:38.0,Negative Cloud to Ground,"135,4271968","-3,263067206"
34:43.0,Intra/Inter Cloud,"135,284292","-3,303449235"
34:47.0,Positive Cloud to Ground,"135,3262347","-3,058081442"
35:19.0,Intra/Inter Cloud,"135,3241486","-3,190603856"
35:19.0,Intra/Inter Cloud,"135,1658747","-3,007216674"
35:19.0,Intra/Inter Cloud,"135,2104487","-3,050603367"
35:19.0,Intra/Inter Cloud,"135,1990753","-3,045784366"
35:19.0,Positive Cloud to Ground,"135,2970269","-3,221629964"
35:19.0,Negative Cloud to Ground,"135,2686349","-3,146536292"
35:19.0,Intra/Inter Cloud,"135,3158316","-3,263837407"
35:19.0,Intra/Inter Cloud,"135,3741747","-3,238432079"
35:19.0,Negative Cloud to Ground,"135,1916501","-3,062928718"
35:52.0,Intra/Inter Cloud,"135,286005","-3,284588624"
37:14.0,Intra/Inter Cloud,"135,2527639","-3,281403391"
37:15.0,Positive Cloud to Ground,"135,3582722","-3,114793519"
37:15.0,Negative Cloud to Ground,"135,3798767","-3,130265421"
37:15.0,Negative Cloud to Ground,"135,3542592","-3,206446833"
37:25.0,Negative Cloud to Ground,"135,2335275","-3,225272712"
37:25.0,Intra/Inter Cloud,"135,0644459","-3,048812438"
37:25.0,Intra/Inter Cloud,"135,153157","-2,996688074"
37:25.0,Positive Cloud to Ground,"135,0663767","-3,046289933"
37:25.0,Intra/Inter Cloud,"135,3462431","-3,156127574"
37:39.0,Negative Cloud to Ground,"135,3970495","-3,184019991"
37:40.0,Intra/Inter Cloud,"135,3083997","-3,0350183"
37:40.0,Negative Cloud to Ground,"135,2938503","-2,946020975"
37:40.0,Intra/Inter Cloud,"135,2679006","-3,005143712"
37:40.0,Intra/Inter Cloud,"135,380126","-3,159140768"
39:05.0,Positive Cloud to Ground,"135,398863","-3,22280385"
39:05.0,Negative Cloud to Ground,"135,2873262","-2,917951475"
39:05.0,Positive Cloud to Ground,"135,0935315","-3,014135011"
39:05.0,Intra/Inter Cloud,"135,3212975","-3,00159969"
39:29.0,Intra/Inter Cloud,"135,3291749","-3,073473511"
39:29.0,Positive Cloud to Ground,"135,3897738","-3,217469227"
40:34.0,Intra/Inter Cloud,"135,2547238","-3,174881468"
40:34.0,Negative Cloud to Ground,"135,347193","-3,226381488"
40:34.0,Intra/Inter Cloud,"135,2586694","-3,112053253"
40:40.0,Intra/Inter Cloud,"135,3061487","-3,003673034"
40:40.0,Negative Cloud to Ground,"135,3810292","-3,208170096"
41:57.0,Intra/Inter Cloud,"135,1824627","-3,044777693"
41:57.0,Positive Cloud to Ground,"135,3145529","-3,25833275"
41:57.0,Positive Cloud to Ground,"135,3015492","-3,26313975"
41:58.0,Intra/Inter Cloud,"135,3406679","-3,133619927"
41:58.0,Intra/Inter Cloud,"135,2822946","-3,096014341"
41:58.0,Intra/Inter Cloud,"135,3454886","-3,120119882"
41:58.0,Negative Cloud to Ground,"135,3388953","-3,119783486"
42:48.0,Negative Cloud to Ground,"135,3680659","-3,139580614"
42:48.0,Intra/Inter Cloud,"135,3619981","-3,225869102"
42:48.0,Intra/Inter Cloud,"135,3298076","-3,175242621"
43:12.0,Positive Cloud to Ground,"135,398648","-3,125405631"
43:12.0,Intra/Inter Cloud,"135,3900224","-3,111524162"
43:12.0,Intra/Inter Cloud,"135,2749906","-3,00904787"
43:28.0,Intra/Inter Cloud,"135,3360847","-3,184392567"
43:29.0,Negative Cloud to Ground,"135,3954545","-3,167614933"
43:29.0,Negative Cloud to Ground,"135,2183596","-3,137774509"
43:29.0,Negative Cloud to Ground,"135,3891429","-3,203659382"
43:46.0,Intra/Inter Cloud,"135,2548063","-3,172806135"
44:32.0,Intra/Inter Cloud,"135,262633","-2,985128432"
44:56.0,Intra/Inter Cloud,"135,3001134","-2,947779693"
45:06.0,Intra/Inter Cloud,"135,2565499","-3,287897492"
45:08.0,Negative Cloud to Ground,"135,2615926","-2,983917347"
45:08.0,Positive Cloud to Ground,"135,2546776","-2,872565377"
45:09.0,Negative Cloud to Ground,"135,2619809","-2,994574506"
45:09.0,Negative Cloud to Ground,"135,2601754","-3,008298562"
45:09.0,Intra/Inter Cloud,"135,2485801","-3,032353633"
46:13.0,Intra/Inter Cloud,"135,2852409","-3,23664472"
46:25.0,Intra/Inter Cloud,"135,3663849","-3,100354708"
46:25.0,Intra/Inter Cloud,"135,3466008","-3,154657757"
46:25.0,Intra/Inter Cloud,"135,2217193","-3,052284547"
46:25.0,Intra/Inter Cloud,"135,2183058","-2,963141212"
46:25.0,Negative Cloud to Ground,"135,1876436","-2,986809284"
46:25.0,Negative Cloud to Ground,"135,1721359","-2,980984985"
47:00.0,Negative Cloud to Ground,"135,3382597","-3,178074139"
47:00.0,Intra/Inter Cloud,"135,3570673","-3,170141548"
49:02.0,Intra/Inter Cloud,"135,2949741","-3,099511185"
49:02.0,Intra/Inter Cloud,"135,3945774","-3,192744951"
49:02.0,Negative Cloud to Ground,"135,264932","-2,921717383"
49:05.0,Negative Cloud to Ground,"135,203479","-3,185391842"
49:05.0,Negative Cloud to Ground,"135,2784318","-3,19916159"
50:42.0,Negative Cloud to Ground,"135,2680141","-3,215535181"
