Tanggal (UTC),Jenis,Bujur,Lintang
51:46.0,Intra/Inter Cloud,"135,2526387","-2,924853643"
51:46.0,Intra/Inter Cloud,"135,3061904","-3,278831472"
51:46.0,Intra/Inter Cloud,"135,2964162","-3,082947793"
51:46.0,Intra/Inter Cloud,"135,2918371","-3,194842762"
51:46.0,Intra/Inter Cloud,"135,3027084","-2,974544187"
51:46.0,Negative Cloud to Ground,"135,2123025","-3,016115183"
51:46.0,Intra/Inter Cloud,"135,2236409","-3,049883025"
51:46.0,Intra/Inter Cloud,"135,1190326","-3,044749783"
51:46.0,Intra/Inter Cloud,"135,4247031","-3,239575477"
52:34.0,Intra/Inter Cloud,"135,2311571","-3,173325784"
52:34.0,Positive Cloud to Ground,"135,2017661","-3,165475368"
52:34.0,Negative Cloud to Ground,"135,2832223","-3,248709923"
53:56.0,Positive Cloud to Ground,"135,2035676","-3,111000896"
53:56.0,Positive Cloud to Ground,"135,3888237","-3,240829269"
53:56.0,Intra/Inter Cloud,"135,3109466","-3,254944769"
54:01.0,Intra/Inter Cloud,"135,1363877","-3,151321132"
54:01.0,Intra/Inter Cloud,"135,1995535","-3,168937058"
54:28.0,Intra/Inter Cloud,"135,2393406","-3,274049149"
54:29.0,Intra/Inter Cloud,"135,3013506","-3,28825555"
55:10.0,Intra/Inter Cloud,"135,4289075","-3,198153587"
55:10.0,Intra/Inter Cloud,"135,3290791","-3,15572213"
55:10.0,Intra/Inter Cloud,"135,3899219","-3,24494101"
55:10.0,Intra/Inter Cloud,"135,3856246","-3,231587915"
55:10.0,Intra/Inter Cloud,"135,3622465","-3,169417492"
55:10.0,Intra/Inter Cloud,"135,3931969","-3,166359122"
55:30.0,Intra/Inter Cloud,"135,2324913","-3,191664641"
56:41.0,Intra/Inter Cloud,"135,1853081","-3,230163039"
56:56.0,Intra/Inter Cloud,"135,3436687","-3,157958399"
56:56.0,Intra/Inter Cloud,"135,3442479","-3,13101116"
56:56.0,Intra/Inter Cloud,"135,3001726","-3,12832757"
56:59.0,Intra/Inter Cloud,"135,3385983","-3,145793401"
56:59.0,Intra/Inter Cloud,"135,2585584","-2,998920241"
57:00.0,Intra/Inter Cloud,"135,3604955","-3,192359562"
57:53.0,Positive Cloud to Ground,"135,189495","-2,939175996"
58:37.0,Intra/Inter Cloud,"135,2236616","-3,213810639"
58:37.0,Intra/Inter Cloud,"135,1072205","-3,096474546"
58:46.0,Positive Cloud to Ground,"135,3105929","-3,079605821"
58:46.0,Intra/Inter Cloud,"135,3619383","-3,152675767"
58:46.0,Intra/Inter Cloud,"135,3617","-3,211660044"
58:46.0,Intra/Inter Cloud,"135,3095411","-3,136111665"
58:46.0,Intra/Inter Cloud,"135,2089542","-3,034228975"
59:50.0,Intra/Inter Cloud,"135,2627806","-3,30098135"
00:12.0,Intra/Inter Cloud,"135,3669271","-3,14815971"
00:12.0,Intra/Inter Cloud,"135,3598654","-3,198409733"
00:12.0,Intra/Inter Cloud,"135,3956836","-3,206008668"
00:12.0,Positive Cloud to Ground,"135,3293662","-3,130569061"
00:12.0,Intra/Inter Cloud,"135,3272914","-3,088284086"
00:12.0,Intra/Inter Cloud,"135,3349796","-3,172035571"
00:28.0,Intra/Inter Cloud,"135,2220172","-3,198187474"
02:08.0,Positive Cloud to Ground,"135,3687376","-3,133526444"
02:08.0,Negative Cloud to Ground,"135,4256831","-3,281720425"
02:19.0,Negative Cloud to Ground,"135,1855336","-3,245189376"
02:39.0,Intra/Inter Cloud,"135,2257734","-3,28007552"
02:39.0,Intra/Inter Cloud,"135,204074","-3,265541249"
03:15.0,Intra/Inter Cloud,"135,203199","-3,236202343"
03:35.0,Intra/Inter Cloud,"135,3868074","-3,248841498"
04:08.0,Intra/Inter Cloud,"135,3639742","-2,967926588"
04:08.0,Positive Cloud to Ground,"135,4176797","-3,057204474"
04:08.0,Intra/Inter Cloud,"135,4152376","-3,234298196"
04:08.0,Intra/Inter Cloud,"135,4318862","-3,168493192"
04:28.0,Intra/Inter Cloud,"135,2959967","-3,159564198"
04:29.0,Intra/Inter Cloud,"135,4433819","-3,244199428"
05:01.0,Intra/Inter Cloud,"135,226574","-3,180329224"
05:44.0,Intra/Inter Cloud,"135,2205776","-3,282665469"
05:48.0,Intra/Inter Cloud,"135,1448945","-3,246323559"
06:19.0,Positive Cloud to Ground,"135,1126538","-3,080461139"
06:19.0,Intra/Inter Cloud,"135,3745857","-3,252671504"
06:19.0,Intra/Inter Cloud,"135,2122615","-3,150922627"
06:19.0,Negative Cloud to Ground,"135,1727003","-3,087443359"
06:19.0,Intra/Inter Cloud,"135,1324996","-3,017563135"
06:34.0,Intra/Inter Cloud,"135,2320983","-3,267251265"
07:08.0,Intra/Inter Cloud,"135,4259089","-3,260368155"
07:28.0,Intra/Inter Cloud,"135,346056","-3,125931847"
07:48.0,Intra/Inter Cloud,"135,1926891","-3,269317167"
07:48.0,Intra/Inter Cloud,"135,1828172","-3,139033519"
07:48.0,Positive Cloud to Ground,"135,2117478","-3,123954094"
08:17.0,Intra/Inter Cloud,"135,2359703","-3,247696774"
09:08.0,Intra/Inter Cloud,"135,408181","-3,148686498"
09:08.0,Intra/Inter Cloud,"135,4247681","-3,109816329"
09:47.0,Positive Cloud to Ground,"135,1610373","-3,124591981"
09:48.0,Positive Cloud to Ground,"135,2217822","-3,105573933"
09:48.0,Intra/Inter Cloud,"135,3070468","-3,122908111"
10:30.0,Intra/Inter Cloud,"135,1850368","-3,270212406"
10:57.0,Intra/Inter Cloud,"135,2923277","-3,152168199"
11:13.0,Negative Cloud to Ground,"135,0960625","-3,100180753"
11:13.0,Negative Cloud to Ground,"135,1642218","-3,158008069"
11:49.0,Intra/Inter Cloud,"135,4372081","-3,206998588"
11:50.0,Negative Cloud to Ground,"135,402237","-3,211320115"
12:27.0,Negative Cloud to Ground,"135,1228197","-3,12484484"
12:27.0,Intra/Inter Cloud,"135,2516219","-3,183909198"
12:28.0,Negative Cloud to Ground,"135,2686081","-3,246835545"
13:19.0,Intra/Inter Cloud,"135,2574889","-3,308412593"
13:40.0,Intra/Inter Cloud,"135,439585","-3,240983401"
13:55.0,Negative Cloud to Ground,"135,1430628","-3,140240399"
13:55.0,Intra/Inter Cloud,"135,267811","-3,225069873"
14:55.0,Positive Cloud to Ground,"135,2629263","-3,240020996"
15:23.0,Intra/Inter Cloud,"135,1940252","-3,182958128"
16:03.0,Intra/Inter Cloud,"135,1342526","-3,109125225"
16:03.0,Positive Cloud to Ground,"135,2028116","-3,179920263"
16:15.0,Intra/Inter Cloud,"135,261593","-3,297931028"
16:43.0,Intra/Inter Cloud,"135,2147023","-3,196316881"
16:49.0,Intra/Inter Cloud,"135,2406099","-3,27927546"
18:12.0,Negative Cloud to Ground,"135,2203344","-3,216718443"
18:18.0,Intra/Inter Cloud,"135,203884","-3,166540264"
18:30.0,Intra/Inter Cloud,"135,1274985","-3,211115496"
18:38.0,Intra/Inter Cloud,"135,2556932","-3,235919498"
19:55.0,Intra/Inter Cloud,"135,1739796","-3,152125697"
20:26.0,Intra/Inter Cloud,"135,1811909","-3,057975306"
20:26.0,Intra/Inter Cloud,"135,3269107","-3,15909232"
20:35.0,Intra/Inter Cloud,"135,0136373","-3,052797362"
20:36.0,Positive Cloud to Ground,"135,1776924","-3,158357489"
21:43.0,Intra/Inter Cloud,"135,2298313","-3,219555896"
21:43.0,Intra/Inter Cloud,"135,2698134","-3,254066404"
22:53.0,Intra/Inter Cloud,"135,0170703","-3,061229332"
22:53.0,Negative Cloud to Ground,"135,1923628","-3,195481722"
23:48.0,Intra/Inter Cloud,"135,0496284","-3,053379562"
23:49.0,Negative Cloud to Ground,"135,1087158","-3,111792596"
23:52.0,Intra/Inter Cloud,"135,2568295","-3,288143874"
23:56.0,Intra/Inter Cloud,"135,2178715","-3,256870297"
25:03.0,Intra/Inter Cloud,"135,0141089","-3,046486243"
25:03.0,Negative Cloud to Ground,"135,2350129","-3,211217676"
27:18.0,Positive Cloud to Ground,"135,2136184","-3,18323092"
27:18.0,Intra/Inter Cloud,"135,1910858","-3,180856829"
27:19.0,Negative Cloud to Ground,"135,175685","-3,189113544"
27:33.0,Intra/Inter Cloud,"135,1942508","-3,254513855"
27:54.0,Intra/Inter Cloud,"135,1650536","-3,245420213"
29:50.0,Positive Cloud to Ground,"135,1138065","-3,09450308"
30:11.0,Intra/Inter Cloud,"135,2337648","-2,738657739"
30:45.0,Intra/Inter Cloud,"135,1698214","-3,169969593"
32:10.0,Intra/Inter Cloud,"135,2001426","-3,232644828"
34:21.0,Intra/Inter Cloud,"135,1195892","-3,082479974"
36:07.0,Intra/Inter Cloud,"135,0843627","-3,210750517"
39:27.0,Intra/Inter Cloud,"135,2132673","-3,261856523"
41:33.0,Intra/Inter Cloud,"135,1061303","-3,222744623"
47:54.0,Intra/Inter Cloud,"135,1169152","-3,240433666"
48:45.0,Negative Cloud to Ground,"135,1906764","-3,172102847"
49:45.0,Intra/Inter Cloud,"135,1593813","-3,256036967"
51:14.0,Intra/Inter Cloud,"135,0937585","-3,227426194"
51:45.0,Intra/Inter Cloud,"135,141036","-3,227606893"
53:41.0,Intra/Inter Cloud,"135,0774367","-3,2519101"
56:32.0,Intra/Inter Cloud,"135,0279984","-3,186614537"
57:17.0,Intra/Inter Cloud,"135,1096569","-3,237698341"
03:55.0,Negative Cloud to Ground,"135,1926508","-3,239937633"
07:06.0,Negative Cloud to Ground,"135,203161","-3,253920654"
27:44.0,Intra/Inter Cloud,"135,6536106","-3,53280169"
12:06.0,Intra/Inter Cloud,"135,7597027","-3,622358214"
12:18.0,Intra/Inter Cloud,"135,8276365","-3,624841225"
12:24.0,Intra/Inter Cloud,"136,0932947","-3,835993818"
04:17.0,Intra/Inter Cloud,"135,2451004","-3,142347176"
29:18.0,Intra/Inter Cloud,"135,0522497","-2,950923499"
36:58.0,Negative Cloud to Ground,"135,6344417","-3,761590329"
52:52.0,Intra/Inter Cloud,"135,6077086","-3,75682715"
14:50.0,Intra/Inter Cloud,"135,823454","-3,649033196"
20:55.0,Intra/Inter Cloud,"135,7003228","-3,57064343"
35:53.0,Intra/Inter Cloud,"134,9711979","-2,847767536"
35:53.0,Intra/Inter Cloud,"134,8419791","-2,762874697"
37:41.0,Negative Cloud to Ground,"134,5923857","-2,598129701"
38:16.0,Positive Cloud to Ground,"134,9978502","-2,868982431"
01:55.0,Intra/Inter Cloud,"134,9865338","-2,653042914"
02:50.0,Intra/Inter Cloud,"136,4713808","-4,028008169"
04:38.0,Negative Cloud to Ground,"134,6233003","-2,387311139"
13:58.0,Intra/Inter Cloud,"136,1608833","-3,943721674"
13:59.0,Negative Cloud to Ground,"136,4719843","-4,153658325"
14:15.0,Negative Cloud to Ground,"136,4633097","-3,895258225"
14:19.0,Intra/Inter Cloud,"136,4264488","-3,848889506"
14:19.0,Negative Cloud to Ground,"136,414392","-3,812884546"
15:13.0,Intra/Inter Cloud,"136,4238857","-3,849804306"
35:37.0,Negative Cloud to Ground,"134,8389078","-3,15459235"
53:53.0,Negative Cloud to Ground,"134,5951592","-2,641583107"
53:53.0,Intra/Inter Cloud,"134,7493166","-2,742766085"
58:10.0,Intra/Inter Cloud,"134,8707336","-2,820166504"
01:22.0,Intra/Inter Cloud,"134,7258044","-2,591355996"
02:15.0,Intra/Inter Cloud,"134,7126253","-2,641728651"
06:50.0,Intra/Inter Cloud,"134,729434","-2,668955766"
09:07.0,Negative Cloud to Ground,"134,9756152","-2,614113916"
09:37.0,Positive Cloud to Ground,"134,7319247","-2,688805013"
12:11.0,Intra/Inter Cloud,"134,7608812","-2,597276104"
15:44.0,Intra/Inter Cloud,"134,7577453","-2,455987576"
19:42.0,Intra/Inter Cloud,"134,7384344","-2,538875912"
21:09.0,Positive Cloud to Ground,"134,5407078","-2,522200696"
22:20.0,Positive Cloud to Ground,"134,5855935","-2,601709265"
22:20.0,Positive Cloud to Ground,"134,5422997","-2,60322981"
26:08.0,Intra/Inter Cloud,"134,6817121","-2,711790511"
27:39.0,Intra/Inter Cloud,"134,6100277","-2,573540503"
29:10.0,Positive Cloud to Ground,"134,8383803","-2,490426149"
31:17.0,Positive Cloud to Ground,"134,5555258","-2,48906218"
04:24.0,Intra/Inter Cloud,"135,8842562","-3,691682456"
04:25.0,Intra/Inter Cloud,"135,7458401","-3,601957762"
19:30.0,Intra/Inter Cloud,"135,9019801","-3,702587138"
36:15.0,Intra/Inter Cloud,"135,7823385","-3,885011359"
36:15.0,Intra/Inter Cloud,"135,9564282","-4,1461491"
54:55.0,Intra/Inter Cloud,"135,4780867","-3,318596706"
54:55.0,Negative Cloud to Ground,"135,483991","-3,319472718"
56:45.0,Negative Cloud to Ground,"135,4620012","-3,260891807"
56:45.0,Negative Cloud to Ground,"135,4693686","-3,2798157"
56:45.0,Negative Cloud to Ground,"135,46716","-3,27859577"
00:06.0,Intra/Inter Cloud,"135,466458","-3,305553329"
00:06.0,Negative Cloud to Ground,"135,4674197","-3,301022215"
00:06.0,Negative Cloud to Ground,"135,4614076","-3,299444803"
00:06.0,Negative Cloud to Ground,"135,4586654","-3,304374348"
00:06.0,Negative Cloud to Ground,"135,463168","-3,299150811"
00:06.0,Negative Cloud to Ground,"135,4647764","-3,303808334"
09:51.0,Intra/Inter Cloud,"135,4740038","-3,244629131"
09:51.0,Negative Cloud to Ground,"135,4724486","-3,240228679"
09:51.0,Negative Cloud to Ground,"135,46567","-3,232953368"
09:51.0,Negative Cloud to Ground,"135,4388283","-3,239024056"
12:04.0,Negative Cloud to Ground,"135,4818076","-3,337585507"
12:04.0,Negative Cloud to Ground,"135,4869338","-3,32642977"
15:13.0,Intra/Inter Cloud,"135,471006","-3,319400632"
15:13.0,Negative Cloud to Ground,"135,4807518","-3,318066386"
17:10.0,Negative Cloud to Ground,"135,4789395","-3,345741377"
18:23.0,Negative Cloud to Ground,"135,4791019","-3,200427135"
18:23.0,Negative Cloud to Ground,"135,4259522","-3,206666261"
19:04.0,Intra/Inter Cloud,"135,4812061","-3,210417018"
19:04.0,Negative Cloud to Ground,"135,4562773","-3,20034444"
19:04.0,Negative Cloud to Ground,"135,4821331","-3,203897513"
19:46.0,Negative Cloud to Ground,"135,4906884","-3,20484353"
19:46.0,Negative Cloud to Ground,"135,4833597","-3,207454643"
19:50.0,Intra/Inter Cloud,"135,4794896","-3,364263832"
20:23.0,Intra/Inter Cloud,"135,4697788","-3,312888253"
20:23.0,Negative Cloud to Ground,"135,4879117","-3,31574395"
20:23.0,Negative Cloud to Ground,"135,4851873","-3,320723876"
20:40.0,Negative Cloud to Ground,"135,4795327","-3,308924594"
20:40.0,Negative Cloud to Ground,"135,4756928","-3,30205412"
20:51.0,Intra/Inter Cloud,"135,5036107","-3,169959416"
20:51.0,Negative Cloud to Ground,"135,4735463","-3,173345066"
20:51.0,Negative Cloud to Ground,"135,4889699","-3,175942582"
20:51.0,Negative Cloud to Ground,"135,4890103","-3,17377187"
21:14.0,Positive Cloud to Ground,"135,4918492","-3,206105785"
21:20.0,Positive Cloud to Ground,"135,4959673","-3,244570622"
21:50.0,Intra/Inter Cloud,"135,4931969","-3,176467332"
21:51.0,Negative Cloud to Ground,"135,4667572","-3,160397989"
21:51.0,Negative Cloud to Ground,"135,4728011","-3,160560172"
22:31.0,Intra/Inter Cloud,"135,4907387","-3,158789454"
22:31.0,Negative Cloud to Ground,"135,4714019","-3,147555877"
22:31.0,Negative Cloud to Ground,"135,4631061","-3,141744791"
22:32.0,Negative Cloud to Ground,"135,5075595","-3,149888229"
22:32.0,Negative Cloud to Ground,"135,5066823","-3,14862783"
22:32.0,Negative Cloud to Ground,"135,4731649","-3,14470797"
23:00.0,Negative Cloud to Ground,"135,5017268","-3,184639981"
23:00.0,Negative Cloud to Ground,"135,4895686","-3,177862368"
23:00.0,Negative Cloud to Ground,"135,4763386","-3,1818361"
23:13.0,Negative Cloud to Ground,"135,4765781","-3,19499319"
23:46.0,Negative Cloud to Ground,"135,4735107","-3,372284583"
24:10.0,Intra/Inter Cloud,"135,4850516","-3,331994542"
24:18.0,Negative Cloud to Ground,"135,4840016","-3,131790444"
24:18.0,Negative Cloud to Ground,"135,5276172","-3,119639693"
24:18.0,Negative Cloud to Ground,"135,4834788","-2,862581334"
24:18.0,Negative Cloud to Ground,"135,4703723","-3,120540947"
24:18.0,Negative Cloud to Ground,"135,4861765","-3,11687123"
24:48.0,Intra/Inter Cloud,"135,4847622","-3,317239335"
25:22.0,Negative Cloud to Ground,"135,4796135","-3,354469594"
25:32.0,Negative Cloud to Ground,"135,4848532","-3,17267455"
25:32.0,Negative Cloud to Ground,"135,4887381","-3,175440524"
26:22.0,Intra/Inter Cloud,"135,5004407","-3,145202336"
26:22.0,Negative Cloud to Ground,"135,4927944","-3,141735879"
26:22.0,Negative Cloud to Ground,"135,4904205","-3,14717175"
26:22.0,Negative Cloud to Ground,"135,4775102","-3,147629501"
26:29.0,Intra/Inter Cloud,"135,478351","-3,348728325"
26:48.0,Intra/Inter Cloud,"135,5136479","-3,224904338"
26:48.0,Negative Cloud to Ground,"135,4819393","-3,365197252"
26:48.0,Intra/Inter Cloud,"135,4921474","-3,220198471"
26:48.0,Negative Cloud to Ground,"135,4952466","-3,219329407"
27:00.0,Intra/Inter Cloud,"135,4820571","-3,359196764"
27:22.0,Intra/Inter Cloud,"135,5128894","-3,153811808"
27:23.0,Negative Cloud to Ground,"135,4887305","-3,163034257"
27:29.0,Intra/Inter Cloud,"135,5087557","-3,174208771"
27:29.0,Intra/Inter Cloud,"135,4763386","-3,309995359"
28:23.0,Intra/Inter Cloud,"135,480655","-3,241081993"
28:23.0,Negative Cloud to Ground,"135,4921204","-3,246239938"
28:23.0,Negative Cloud to Ground,"135,4895614","-3,24644478"
28:23.0,Negative Cloud to Ground,"135,4932672","-3,239547485"
28:46.0,Intra/Inter Cloud,"135,4778761","-3,305421695"
28:46.0,Negative Cloud to Ground,"135,4816778","-3,311499804"
28:46.0,Negative Cloud to Ground,"135,4902358","-3,309459413"
28:47.0,Negative Cloud to Ground,"135,4863924","-3,31263634"
28:47.0,Negative Cloud to Ground,"135,4813276","-3,306254281"
28:47.0,Negative Cloud to Ground,"135,4686469","-3,304125479"
28:47.0,Negative Cloud to Ground,"135,4723271","-3,304770501"
28:47.0,Negative Cloud to Ground,"135,4799565","-3,306504506"
28:48.0,Negative Cloud to Ground,"135,4837105","-3,306877124"
29:33.0,Intra/Inter Cloud,"135,475907","-3,345951863"
29:33.0,Negative Cloud to Ground,"135,4868924","-3,33757797"
29:33.0,Negative Cloud to Ground,"135,4765557","-3,337796816"
29:33.0,Negative Cloud to Ground,"135,4727661","-3,336217357"
29:33.0,Negative Cloud to Ground,"135,4756495","-3,33953539"
30:28.0,Intra/Inter Cloud,"135,5100382","-3,072830272"
30:28.0,Negative Cloud to Ground,"135,5015306","-3,071009479"
30:28.0,Negative Cloud to Ground,"135,5172467","-3,072672909"
30:28.0,Negative Cloud to Ground,"135,494725","-3,070130929"
30:58.0,Positive Cloud to Ground,"135,4934282","-3,31622053"
30:59.0,Intra/Inter Cloud,"135,5126939","-3,230510822"
31:11.0,Intra/Inter Cloud,"135,4600925","-3,308316085"
31:11.0,Intra/Inter Cloud,"135,4121906","-3,07142368"
31:13.0,Negative Cloud to Ground,"135,4916024","-3,270318173"
31:13.0,Negative Cloud to Ground,"135,450081","-3,275917155"
31:13.0,Negative Cloud to Ground,"135,4923895","-3,269870646"
31:13.0,Negative Cloud to Ground,"135,4899834","-3,271029183"
31:14.0,Negative Cloud to Ground,"135,491617","-3,275945074"
31:44.0,Negative Cloud to Ground,"135,5091608","-3,045823122"
31:44.0,Negative Cloud to Ground,"135,4892512","-3,044107049"
31:44.0,Negative Cloud to Ground,"135,5211539","-3,048386401"
31:44.0,Negative Cloud to Ground,"135,4805604","-3,044379033"
31:45.0,Negative Cloud to Ground,"135,4071303","-3,056371304"
31:45.0,Negative Cloud to Ground,"135,4714932","-3,045701392"
32:40.0,Intra/Inter Cloud,"135,5219416","-3,098035127"
32:40.0,Negative Cloud to Ground,"135,4778479","-3,274130788"
32:40.0,Negative Cloud to Ground,"135,4895185","-3,274112406"
32:40.0,Negative Cloud to Ground,"135,4820442","-3,263233902"
32:40.0,Negative Cloud to Ground,"135,4835826","-3,263068407"
32:40.0,Negative Cloud to Ground,"135,4842315","-3,262612742"
32:40.0,Negative Cloud to Ground,"135,484463","-3,263547649"
32:53.0,Intra/Inter Cloud,"135,496245","-3,307102855"
33:08.0,Negative Cloud to Ground,"135,4864004","-3,151256569"
33:08.0,Negative Cloud to Ground,"135,4708647","-3,157271557"
33:09.0,Negative Cloud to Ground,"135,4538855","-3,152586513"
34:13.0,Positive Cloud to Ground,"135,4705854","-3,205944923"
34:13.0,Negative Cloud to Ground,"135,4871842","-3,211020932"
34:42.0,Intra/Inter Cloud,"135,4773384","-3,32915843"
34:43.0,Negative Cloud to Ground,"135,4834865","-3,322990748"
34:43.0,Intra/Inter Cloud,"135,4928653","-3,11693865"
34:43.0,Negative Cloud to Ground,"135,4724651","-3,117584804"
34:54.0,Positive Cloud to Ground,"135,4745717","-3,248254657"
34:54.0,Negative Cloud to Ground,"135,477901","-3,243574105"
35:22.0,Positive Cloud to Ground,"135,4789453","-3,192579416"
35:35.0,Negative Cloud to Ground,"135,4758295","-3,279208938"
35:58.0,Intra/Inter Cloud,"135,4829872","-3,345312786"
35:58.0,Negative Cloud to Ground,"135,4767595","-3,340515745"
35:58.0,Negative Cloud to Ground,"135,4792027","-3,34068761"
35:58.0,Negative Cloud to Ground,"135,4779557","-3,331550105"
37:45.0,Intra/Inter Cloud,"135,5236502","-3,141580275"
37:45.0,Intra/Inter Cloud,"135,5270871","-3,093967791"
37:45.0,Negative Cloud to Ground,"135,5049378","-3,06530488"
37:45.0,Negative Cloud to Ground,"135,5121636","-3,06792919"
37:45.0,Negative Cloud to Ground,"135,5206435","-3,05596564"
37:45.0,Negative Cloud to Ground,"135,5024721","-3,057456916"
37:45.0,Negative Cloud to Ground,"135,4877552","-3,046056829"
37:46.0,Negative Cloud to Ground,"135,5389455","-3,054597131"
37:55.0,Positive Cloud to Ground,"135,4905188","-3,295729514"
37:55.0,Negative Cloud to Ground,"135,4845399","-3,303563533"
38:43.0,Positive Cloud to Ground,"135,4887848","-3,265704465"
38:44.0,Negative Cloud to Ground,"135,4922648","-3,265322263"
40:15.0,Intra/Inter Cloud,"135,4845882","-3,323518156"
40:37.0,Intra/Inter Cloud,"135,5090881","-3,205651551"
40:52.0,Intra/Inter Cloud,"135,5200174","-3,070344658"
42:06.0,Intra/Inter Cloud,"135,5370784","-2,966909379"
42:06.0,Intra/Inter Cloud,"135,4723148","-3,272143638"
42:06.0,Negative Cloud to Ground,"135,482308","-3,269436204"
42:06.0,Negative Cloud to Ground,"135,476445","-3,271501755"
42:06.0,Negative Cloud to Ground,"135,4849757","-3,271541518"
42:29.0,Positive Cloud to Ground,"135,4893352","-3,300230733"
42:58.0,Intra/Inter Cloud,"135,4986234","-3,009966323"
42:58.0,Negative Cloud to Ground,"135,4679612","-3,004547125"
44:04.0,Negative Cloud to Ground,"135,4780355","-3,330209507"
44:04.0,Negative Cloud to Ground,"135,4853064","-3,327567269"
44:23.0,Negative Cloud to Ground,"135,5049842","-3,199189731"
46:12.0,Positive Cloud to Ground,"135,4642708","-3,302648498"
46:24.0,Intra/Inter Cloud,"135,4717286","-3,275148838"
46:24.0,Negative Cloud to Ground,"135,4635182","-3,273351878"
46:24.0,Negative Cloud to Ground,"135,4776042","-3,275891614"
46:25.0,Negative Cloud to Ground,"135,4676668","-3,265875746"
46:48.0,Intra/Inter Cloud,"135,473873","-3,299681808"
46:48.0,Negative Cloud to Ground,"135,4881427","-3,301168816"
47:27.0,Negative Cloud to Ground,"135,4736397","-3,203631052"
47:27.0,Negative Cloud to Ground,"135,5140874","-3,198831737"
48:02.0,Intra/Inter Cloud,"135,512575","-3,014690649"
48:02.0,Negative Cloud to Ground,"135,4683465","-3,006924995"
48:02.0,Negative Cloud to Ground,"135,4907045","-3,010652837"
48:39.0,Intra/Inter Cloud,"135,4776337","-3,229154893"
48:54.0,Intra/Inter Cloud,"135,4923011","-3,099545088"
48:54.0,Negative Cloud to Ground,"135,4576872","-3,10095684"
48:55.0,Negative Cloud to Ground,"135,4491443","-3,103189944"
50:06.0,Intra/Inter Cloud,"135,4549973","-3,270976259"
50:06.0,Intra/Inter Cloud,"135,4734077","-3,241916448"
50:19.0,Intra/Inter Cloud,"135,4815141","-3,101271302"
50:19.0,Negative Cloud to Ground,"135,4829905","-3,088314996"
50:19.0,Negative Cloud to Ground,"135,5011441","-3,094104696"
50:19.0,Negative Cloud to Ground,"135,4655332","-3,091419732"
50:40.0,Positive Cloud to Ground,"135,4903892","-3,263122334"
51:04.0,Intra/Inter Cloud,"135,4850124","-3,077747694"
51:05.0,Negative Cloud to Ground,"135,4387157","-3,081537721"
51:17.0,Intra/Inter Cloud,"135,4837715","-3,26102602"
51:26.0,Positive Cloud to Ground,"135,4969249","-3,183882223"
52:29.0,Intra/Inter Cloud,"135,480364","-3,025162121"
52:29.0,Negative Cloud to Ground,"135,4541788","-3,02034153"
52:40.0,Intra/Inter Cloud,"135,5147098","-3,214096282"
52:40.0,Intra/Inter Cloud,"135,4935789","-3,172676349"
53:09.0,Negative Cloud to Ground,"135,5138306","-3,003215254"
53:09.0,Negative Cloud to Ground,"135,4656406","-2,993699836"
53:22.0,Negative Cloud to Ground,"135,4344107","-3,127547748"
53:46.0,Negative Cloud to Ground,"135,4856031","-3,07314027"
53:46.0,Negative Cloud to Ground,"135,5105285","-3,071894691"
53:46.0,Negative Cloud to Ground,"135,4671769","-3,065326454"
54:07.0,Intra/Inter Cloud,"135,4871983","-3,19447176"
54:29.0,Intra/Inter Cloud,"135,4878053","-3,179278655"
54:29.0,Negative Cloud to Ground,"135,5180874","-3,176345382"
54:30.0,Intra/Inter Cloud,"135,4731583","-3,254862014"
54:30.0,Negative Cloud to Ground,"135,4522348","-3,26167567"
55:30.0,Positive Cloud to Ground,"135,4787383","-3,032167848"
55:30.0,Negative Cloud to Ground,"135,4588654","-3,017077377"
56:05.0,Intra/Inter Cloud,"135,4733434","-3,020594758"
56:05.0,Negative Cloud to Ground,"135,4505162","-3,013674245"
56:05.0,Negative Cloud to Ground,"135,4687942","-3,011523334"
56:05.0,Negative Cloud to Ground,"135,4311167","-3,016850307"
56:05.0,Negative Cloud to Ground,"135,4767906","-3,009010844"
56:05.0,Negative Cloud to Ground,"135,4470992","-3,014672381"
56:05.0,Negative Cloud to Ground,"135,4358524","-3,008601197"
56:05.0,Negative Cloud to Ground,"135,4851005","-3,006219838"
56:05.0,Negative Cloud to Ground,"135,4671502","-3,01183307"
56:06.0,Negative Cloud to Ground,"135,4889919","-3,000234241"
56:06.0,Negative Cloud to Ground,"135,4598176","-2,999499519"
56:06.0,Negative Cloud to Ground,"135,4499662","-3,004106786"
57:05.0,Intra/Inter Cloud,"135,5038528","-3,148706216"
57:12.0,Intra/Inter Cloud,"135,4758214","-2,870305072"
57:44.0,Intra/Inter Cloud,"135,4728896","-3,070900604"
57:44.0,Negative Cloud to Ground,"135,4479574","-3,063036244"
58:01.0,Intra/Inter Cloud,"135,4764551","-3,205203137"
58:37.0,Intra/Inter Cloud,"135,4676489","-3,182432735"
58:57.0,Intra/Inter Cloud,"135,4916611","-2,997832107"
59:20.0,Intra/Inter Cloud,"135,4632444","-2,963743727"
59:40.0,Negative Cloud to Ground,"135,4630782","-2,947070579"
59:40.0,Negative Cloud to Ground,"135,506831","-2,940793608"
59:40.0,Negative Cloud to Ground,"135,4913363","-2,938611343"
59:40.0,Negative Cloud to Ground,"135,4204206","-2,945762902"
