Tanggal (UTC),Jenis,Bujur,Lintang
54:24.0,Intra/Inter Cloud,"135,8214894","-3,427324382"
54:24.0,Intra/Inter Cloud,"135,7927048","-3,323864887"
54:24.0,Intra/Inter Cloud,"136,0747631","-3,367379512"
54:24.0,Negative Cloud to Ground,"135,9398211","-3,380588213"
54:24.0,Intra/Inter Cloud,"135,8838227","-3,428248709"
54:24.0,Intra/Inter Cloud,"135,8574828","-3,405362111"
54:24.0,Negative Cloud to Ground,"135,870349","-3,207502652"
54:24.0,Intra/Inter Cloud,"135,8372695","-3,349696113"
54:25.0,Positive Cloud to Ground,"135,4719531","-3,238363448"
54:25.0,Negative Cloud to Ground,"135,4669013","-3,23264123"
54:25.0,Negative Cloud to Ground,"135,4529315","-3,237605385"
54:28.0,Intra/Inter Cloud,"135,8087924","-3,398696568"
54:31.0,Intra/Inter Cloud,"135,8446183","-3,395164848"
54:31.0,Negative Cloud to Ground,"135,9277788","-3,292556136"
54:31.0,Negative Cloud to Ground,"135,9147376","-3,338856934"
54:31.0,Intra/Inter Cloud,"135,8407116","-3,321854649"
54:33.0,Intra/Inter Cloud,"135,4641677","-2,932113478"
54:33.0,Negative Cloud to Ground,"135,4642334","-2,927777191"
54:33.0,Negative Cloud to Ground,"135,5153417","-2,914003679"
54:35.0,Intra/Inter Cloud,"136,0562837","-3,351466049"
54:35.0,Intra/Inter Cloud,"136,0433899","-3,413637788"
54:35.0,Negative Cloud to Ground,"136,0291967","-3,212474363"
54:35.0,Intra/Inter Cloud,"135,7751855","-3,389036004"
54:35.0,Intra/Inter Cloud,"135,94143","-3,377722685"
54:35.0,Intra/Inter Cloud,"135,9369048","-3,354753473"
54:35.0,Intra/Inter Cloud,"135,828553","-3,355672578"
54:36.0,Intra/Inter Cloud,"135,8339104","-3,603223035"
54:37.0,Intra/Inter Cloud,"135,7816058","-3,565702073"
54:39.0,Intra/Inter Cloud,"135,829904","-3,438441468"
54:39.0,Positive Cloud to Ground,"136,0851178","-3,406857085"
54:39.0,Positive Cloud to Ground,"135,8253561","-3,351891532"
54:40.0,Negative Cloud to Ground,"135,9239818","-3,294266523"
54:41.0,Intra/Inter Cloud,"135,852892","-3,386128245"
54:46.0,Intra/Inter Cloud,"135,8670522","-3,394215226"
54:46.0,Negative Cloud to Ground,"135,7938534","-3,394727987"
54:46.0,Intra/Inter Cloud,"135,7083448","-3,360267262"
54:46.0,Intra/Inter Cloud,"135,7883285","-3,377732127"
54:46.0,Negative Cloud to Ground,"135,8751119","-3,353643326"
54:46.0,Intra/Inter Cloud,"135,538598","-3,231931344"
54:51.0,Positive Cloud to Ground,"135,4813853","-3,252477556"
54:51.0,Negative Cloud to Ground,"135,7750402","-3,416685686"
54:51.0,Negative Cloud to Ground,"135,782454","-3,269585815"
54:51.0,Negative Cloud to Ground,"135,7747638","-3,380492403"
54:51.0,Negative Cloud to Ground,"135,7763059","-3,373738273"
54:51.0,Negative Cloud to Ground,"135,7744323","-3,360860792"
54:51.0,Negative Cloud to Ground,"135,7732326","-3,370827379"
54:53.0,Positive Cloud to Ground,"135,7943894","-3,402188223"
54:53.0,Intra/Inter Cloud,"135,8256352","-3,377087889"
54:58.0,Negative Cloud to Ground,"135,3942238","-2,940718715"
54:58.0,Intra/Inter Cloud,"135,3845103","-3,018476424"
54:58.0,Intra/Inter Cloud,"135,4115903","-2,920909438"
54:58.0,Negative Cloud to Ground,"136,0424023","-3,445089369"
54:58.0,Intra/Inter Cloud,"135,4580162","-3,215261672"
54:58.0,Negative Cloud to Ground,"135,4571305","-3,215112699"
54:58.0,Negative Cloud to Ground,"135,8230873","-3,498628383"
54:58.0,Negative Cloud to Ground,"135,8287776","-3,407367853"
54:58.0,Negative Cloud to Ground,"135,8372426","-3,304604808"
54:58.0,Negative Cloud to Ground,"135,8314741","-3,363735849"
54:59.0,Negative Cloud to Ground,"135,8286132","-3,297151784"
55:02.0,Intra/Inter Cloud,"135,7763669","-3,500100535"
55:02.0,Negative Cloud to Ground,"135,8037517","-3,453015585"
55:04.0,Intra/Inter Cloud,"135,7915493","-3,281487519"
55:04.0,Intra/Inter Cloud,"135,959774","-3,30478919"
55:04.0,Intra/Inter Cloud,"135,8465015","-3,298886192"
55:04.0,Intra/Inter Cloud,"135,7466739","-3,344394658"
55:05.0,Intra/Inter Cloud,"135,9460466","-3,319832201"
55:05.0,Intra/Inter Cloud,"135,8691594","-3,340826517"
55:05.0,Negative Cloud to Ground,"136,0338486","-3,346179203"
55:05.0,Positive Cloud to Ground,"136,0381898","-3,573263338"
55:05.0,Negative Cloud to Ground,"136,0702935","-3,346177047"
55:07.0,Intra/Inter Cloud,"136,0103613","-3,38510068"
55:09.0,Negative Cloud to Ground,"135,811425","-3,346588883"
55:09.0,Intra/Inter Cloud,"135,7882536","-3,422586874"
55:09.0,Intra/Inter Cloud,"135,4804376","-3,253024036"
55:10.0,Negative Cloud to Ground,"135,4786247","-3,256016163"
55:14.0,Intra/Inter Cloud,"135,7765955","-3,339772726"
55:14.0,Negative Cloud to Ground,"135,8905788","-3,299485942"
55:14.0,Intra/Inter Cloud,"135,8140707","-3,298468763"
55:16.0,Intra/Inter Cloud,"135,8658314","-3,355072425"
55:16.0,Intra/Inter Cloud,"135,9326982","-3,405583762"
55:16.0,Positive Cloud to Ground,"135,7856433","-3,403675281"
55:18.0,Positive Cloud to Ground,"135,8699533","-3,298650327"
55:18.0,Positive Cloud to Ground,"135,8287801","-3,466953622"
55:18.0,Intra/Inter Cloud,"135,8067636","-3,315278407"
55:18.0,Positive Cloud to Ground,"135,9235994","-3,40504623"
55:18.0,Negative Cloud to Ground,"135,9306616","-3,391163276"
55:18.0,Intra/Inter Cloud,"135,7747347","-3,287140759"
55:18.0,Intra/Inter Cloud,"135,8427701","-3,229959291"
55:18.0,Intra/Inter Cloud,"135,8646721","-3,454594702"
55:18.0,Intra/Inter Cloud,"135,7761176","-3,408310427"
55:21.0,Intra/Inter Cloud,"135,949043","-3,291563069"
55:22.0,Intra/Inter Cloud,"134,6203961","-2,996507465"
55:23.0,Positive Cloud to Ground,"135,9833061","-3,413501034"
55:23.0,Intra/Inter Cloud,"135,8649474","-3,475119729"
55:23.0,Intra/Inter Cloud,"135,7863587","-3,252697394"
55:23.0,Positive Cloud to Ground,"135,8585435","-3,351096784"
55:23.0,Intra/Inter Cloud,"135,9944349","-3,358197272"
55:23.0,Positive Cloud to Ground,"136,0060221","-3,315314961"
55:23.0,Intra/Inter Cloud,"135,9147088","-3,444439838"
55:23.0,Intra/Inter Cloud,"135,7389493","-3,384716904"
55:23.0,Intra/Inter Cloud,"135,8944222","-3,449925563"
55:28.0,Intra/Inter Cloud,"135,4023686","-3,178776738"
55:28.0,Intra/Inter Cloud,"135,4812752","-3,280853756"
55:28.0,Negative Cloud to Ground,"135,4742875","-3,282674469"
55:29.0,Negative Cloud to Ground,"135,4507848","-3,281068099"
55:29.0,Negative Cloud to Ground,"135,4921682","-3,271683067"
55:30.0,Positive Cloud to Ground,"136,0540928","-3,403663981"
55:33.0,Positive Cloud to Ground,"135,8369173","-3,508626812"
55:34.0,Positive Cloud to Ground,"135,9540684","-3,560594103"
55:34.0,Intra/Inter Cloud,"135,7816422","-3,46701206"
55:34.0,Intra/Inter Cloud,"135,8883177","-3,514381587"
55:34.0,Intra/Inter Cloud,"135,4929191","-3,173348501"
55:34.0,Negative Cloud to Ground,"135,4853943","-3,170965205"
55:35.0,Intra/Inter Cloud,"136,0497783","-3,393369284"
55:35.0,Intra/Inter Cloud,"136,0410901","-3,367826699"
55:36.0,Intra/Inter Cloud,"136,051064","-3,310229052"
55:36.0,Intra/Inter Cloud,"136,058856","-3,371135273"
55:36.0,Intra/Inter Cloud,"135,9562468","-3,287161134"
55:36.0,Intra/Inter Cloud,"135,7248063","-3,384955803"
55:36.0,Intra/Inter Cloud,"135,8080022","-3,287917058"
55:37.0,Intra/Inter Cloud,"135,7645111","-3,327776417"
55:37.0,Intra/Inter Cloud,"135,8341111","-3,364608886"
55:37.0,Intra/Inter Cloud,"135,8028637","-3,4393701"
55:37.0,Intra/Inter Cloud,"135,7996942","-3,377087873"
55:37.0,Intra/Inter Cloud,"135,8917697","-3,320158599"
55:37.0,Intra/Inter Cloud,"135,9226217","-3,380415697"
55:37.0,Negative Cloud to Ground,"135,7997808","-3,37883429"
55:37.0,Intra/Inter Cloud,"135,7723541","-3,388871425"
55:37.0,Intra/Inter Cloud,"135,8158631","-3,360669819"
55:40.0,Intra/Inter Cloud,"135,7882553","-3,426691471"
55:40.0,Intra/Inter Cloud,"135,8966579","-3,442901356"
55:42.0,Intra/Inter Cloud,"135,7883696","-3,342171014"
55:42.0,Intra/Inter Cloud,"135,825989","-3,38576785"
55:43.0,Negative Cloud to Ground,"135,7906115","-3,342200087"
55:49.0,Intra/Inter Cloud,"135,7460898","-3,347477926"
55:49.0,Intra/Inter Cloud,"135,9408385","-3,366699894"
55:49.0,Intra/Inter Cloud,"135,7185584","-3,353472299"
55:49.0,Intra/Inter Cloud,"135,8202743","-3,392299782"
55:51.0,Intra/Inter Cloud,"135,432053","-3,25483476"
55:51.0,Intra/Inter Cloud,"135,5029746","-2,946141195"
55:55.0,Intra/Inter Cloud,"135,8056393","-3,399559469"
55:55.0,Intra/Inter Cloud,"136,0491127","-3,347006615"
55:55.0,Negative Cloud to Ground,"135,773329","-3,469244845"
55:55.0,Intra/Inter Cloud,"135,9355946","-3,404230805"
56:00.0,Intra/Inter Cloud,"135,8075654","-3,322385724"
56:00.0,Intra/Inter Cloud,"135,8312228","-3,359628954"
56:02.0,Positive Cloud to Ground,"135,4898669","-3,141801909"
56:02.0,Negative Cloud to Ground,"135,5283515","-3,149706815"
56:02.0,Negative Cloud to Ground,"135,5073616","-3,141471938"
56:03.0,Negative Cloud to Ground,"135,8832276","-3,506623626"
56:03.0,Negative Cloud to Ground,"135,8907672","-3,503121022"
56:06.0,Intra/Inter Cloud,"135,7797056","-3,368261718"
56:06.0,Intra/Inter Cloud,"136,1499016","-3,2498575"
56:06.0,Intra/Inter Cloud,"135,8466685","-3,308316175"
56:06.0,Intra/Inter Cloud,"135,5917061","-3,125582002"
56:06.0,Intra/Inter Cloud,"135,5980293","-3,174041865"
56:06.0,Positive Cloud to Ground,"135,8626854","-3,105838168"
56:06.0,Intra/Inter Cloud,"135,5913184","-3,186879911"
56:06.0,Intra/Inter Cloud,"135,8513186","-3,358608343"
56:06.0,Intra/Inter Cloud,"135,822889","-3,329845146"
56:07.0,Positive Cloud to Ground,"135,7694309","-3,352219881"
56:07.0,Positive Cloud to Ground,"135,865051","-3,342702179"
56:07.0,Intra/Inter Cloud,"135,8202395","-3,337094337"
56:07.0,Negative Cloud to Ground,"135,8496165","-3,331938403"
56:07.0,Intra/Inter Cloud,"135,7711219","-3,374525513"
56:07.0,Negative Cloud to Ground,"135,8626915","-3,352505417"
56:07.0,Intra/Inter Cloud,"135,9147553","-3,343348955"
56:07.0,Intra/Inter Cloud,"136,0182392","-3,273288666"
56:07.0,Negative Cloud to Ground,"135,8614723","-3,331821105"
56:12.0,Intra/Inter Cloud,"136,0512995","-3,571926067"
56:12.0,Intra/Inter Cloud,"135,9468198","-3,199529151"
56:12.0,Intra/Inter Cloud,"135,9231624","-3,404370116"
56:12.0,Intra/Inter Cloud,"135,8880375","-3,347070133"
56:16.0,Positive Cloud to Ground,"135,9629374","-3,312901131"
56:17.0,Intra/Inter Cloud,"135,8914674","-3,388817518"
56:20.0,Intra/Inter Cloud,"135,8562487","-3,322807257"
56:20.0,Intra/Inter Cloud,"136,0791523","-3,298541291"
56:20.0,Negative Cloud to Ground,"135,8429169","-3,281059752"
56:20.0,Intra/Inter Cloud,"135,8216957","-3,328133152"
56:20.0,Intra/Inter Cloud,"135,7898119","-3,379216395"
56:20.0,Intra/Inter Cloud,"135,8092142","-3,343393218"
56:20.0,Intra/Inter Cloud,"135,9851477","-3,278121561"
56:20.0,Intra/Inter Cloud,"136,1056059","-3,239189946"
56:21.0,Intra/Inter Cloud,"135,7982705","-3,338179038"
56:23.0,Intra/Inter Cloud,"135,5144586","-2,891623571"
56:23.0,Negative Cloud to Ground,"135,4966169","-2,928999526"
56:23.0,Negative Cloud to Ground,"135,5564702","-2,918152703"
56:23.0,Negative Cloud to Ground,"135,5461029","-2,91500461"
56:25.0,Intra/Inter Cloud,"135,5238659","-3,074339707"
56:25.0,Intra/Inter Cloud,"135,4575205","-3,166495813"
56:25.0,Negative Cloud to Ground,"135,4084951","-3,173929448"
56:26.0,Negative Cloud to Ground,"135,4142458","-3,170249561"
56:27.0,Intra/Inter Cloud,"135,8191814","-3,361795353"
56:27.0,Negative Cloud to Ground,"135,8020508","-3,302861653"
56:27.0,Positive Cloud to Ground,"135,8022636","-3,378196147"
56:27.0,Intra/Inter Cloud,"135,7805754","-3,370852569"
56:27.0,Intra/Inter Cloud,"135,7868226","-3,465155397"
56:29.0,Intra/Inter Cloud,"134,6701876","-3,058203121"
56:29.0,Positive Cloud to Ground,"134,6779088","-3,046594264"
56:33.0,Intra/Inter Cloud,"135,9694977","-3,39232828"
56:33.0,Intra/Inter Cloud,"135,8035264","-3,366861911"
56:33.0,Intra/Inter Cloud,"135,8085099","-3,339217985"
56:33.0,Intra/Inter Cloud,"135,7954182","-3,39779211"
56:34.0,Intra/Inter Cloud,"135,9277209","-3,324218469"
56:34.0,Intra/Inter Cloud,"135,860378","-3,371159603"
56:34.0,Intra/Inter Cloud,"135,9614093","-3,303425661"
56:34.0,Intra/Inter Cloud,"135,9205727","-3,39947253"
56:34.0,Intra/Inter Cloud,"135,8401057","-3,300615469"
56:35.0,Intra/Inter Cloud,"135,8764769","-3,472700558"
56:36.0,Positive Cloud to Ground,"136,0107675","-3,370848595"
56:36.0,Negative Cloud to Ground,"135,9546265","-3,298889672"
56:36.0,Intra/Inter Cloud,"135,9481909","-3,432476221"
56:36.0,Positive Cloud to Ground,"135,8814913","-3,345210828"
56:36.0,Intra/Inter Cloud,"135,9737304","-3,501226087"
56:36.0,Intra/Inter Cloud,"135,8171667","-3,571422811"
56:36.0,Intra/Inter Cloud,"135,8296807","-3,443701256"
56:37.0,Intra/Inter Cloud,"135,8370194","-3,445496515"
56:37.0,Intra/Inter Cloud,"135,8090738","-3,513207212"
56:38.0,Positive Cloud to Ground,"135,8423979","-3,359873662"
56:38.0,Intra/Inter Cloud,"135,9046329","-3,260728957"
56:39.0,Positive Cloud to Ground,"135,9764529","-3,30986543"
56:39.0,Intra/Inter Cloud,"135,8722228","-3,388373304"
56:39.0,Intra/Inter Cloud,"135,8778154","-3,305340562"
56:39.0,Intra/Inter Cloud,"135,8472979","-3,299998773"
56:39.0,Intra/Inter Cloud,"135,9504999","-3,392836395"
56:39.0,Intra/Inter Cloud,"135,7848555","-3,416411237"
56:39.0,Positive Cloud to Ground,"136,1201951","-3,276529542"
56:39.0,Intra/Inter Cloud,"135,8222566","-3,35781134"
56:40.0,Intra/Inter Cloud,"135,7976925","-3,350142808"
56:40.0,Intra/Inter Cloud,"136,1886402","-3,245282655"
56:40.0,Intra/Inter Cloud,"135,7723211","-3,366482586"
56:40.0,Intra/Inter Cloud,"135,7948392","-3,424518846"
56:42.0,Positive Cloud to Ground,"135,7935844","-3,35963746"
56:43.0,Intra/Inter Cloud,"135,9821565","-3,276166444"
56:48.0,Negative Cloud to Ground,"135,6965488","-3,373618207"
56:48.0,Intra/Inter Cloud,"135,9034909","-3,422413907"
56:48.0,Intra/Inter Cloud,"136,0725185","-3,300205829"
56:48.0,Intra/Inter Cloud,"135,8281554","-3,417678449"
56:48.0,Intra/Inter Cloud,"135,9715237","-3,351731531"
56:49.0,Intra/Inter Cloud,"135,9313708","-3,457755146"
56:49.0,Intra/Inter Cloud,"136,0636974","-3,350266137"
56:49.0,Intra/Inter Cloud,"135,8951945","-3,354702293"
56:50.0,Positive Cloud to Ground,"136,0781665","-3,348209298"
56:50.0,Intra/Inter Cloud,"136,0102428","-3,36795805"
56:50.0,Positive Cloud to Ground,"135,7831056","-3,387996383"
56:50.0,Intra/Inter Cloud,"135,8392692","-3,342144375"
56:50.0,Intra/Inter Cloud,"135,4376671","-3,113069314"
56:50.0,Intra/Inter Cloud,"135,8807812","-3,389612909"
56:50.0,Positive Cloud to Ground,"135,7736013","-3,34872575"
56:50.0,Intra/Inter Cloud,"136,1276884","-3,368039666"
56:50.0,Negative Cloud to Ground,"135,9283707","-3,402172368"
56:50.0,Intra/Inter Cloud,"135,9846542","-3,393301843"
56:51.0,Intra/Inter Cloud,"135,9026149","-3,450145323"
56:52.0,Positive Cloud to Ground,"135,8638596","-3,285196971"
56:53.0,Intra/Inter Cloud,"135,9835729","-3,315479491"
56:53.0,Intra/Inter Cloud,"136,0199648","-3,398463083"
56:53.0,Intra/Inter Cloud,"135,8430659","-3,320875793"
56:53.0,Intra/Inter Cloud,"135,8396521","-3,436780981"
56:53.0,Intra/Inter Cloud,"136,0684158","-3,392319682"
56:54.0,Intra/Inter Cloud,"135,4737283","-3,116603886"
56:54.0,Negative Cloud to Ground,"135,4926202","-3,117321544"
56:54.0,Negative Cloud to Ground,"135,5120926","-3,111846563"
56:56.0,Intra/Inter Cloud,"136,0582376","-3,307221739"
56:56.0,Intra/Inter Cloud,"136,050349","-3,393876711"
56:56.0,Positive Cloud to Ground,"136,0764055","-3,341489711"
56:56.0,Positive Cloud to Ground,"136,0718739","-3,209098498"
56:56.0,Intra/Inter Cloud,"136,1308867","-3,172732087"
56:57.0,Positive Cloud to Ground,"135,8757849","-3,360545916"
56:59.0,Positive Cloud to Ground,"134,5606927","-3,103555149"
57:01.0,Negative Cloud to Ground,"135,8549156","-3,342198252"
57:01.0,Intra/Inter Cloud,"136,0609038","-3,442942942"
57:03.0,Intra/Inter Cloud,"135,4021921","-3,115189087"
57:03.0,Intra/Inter Cloud,"135,5382244","-3,007262975"
57:03.0,Intra/Inter Cloud,"135,4710684","-3,291723595"
57:03.0,Negative Cloud to Ground,"135,4932036","-3,279153898"
57:03.0,Negative Cloud to Ground,"135,4897721","-3,270973784"
57:03.0,Negative Cloud to Ground,"135,454921","-3,297798941"
57:03.0,Negative Cloud to Ground,"135,4718982","-3,287761744"
57:03.0,Negative Cloud to Ground,"135,4568956","-3,292188166"
57:03.0,Negative Cloud to Ground,"135,4582512","-3,290710292"
57:05.0,Intra/Inter Cloud,"135,8060263","-3,3263969"
57:08.0,Intra/Inter Cloud,"135,9441812","-3,343897016"
57:08.0,Intra/Inter Cloud,"136,0642089","-3,288005037"
57:08.0,Intra/Inter Cloud,"135,8497554","-3,406684566"
57:08.0,Intra/Inter Cloud,"135,9864978","-3,411154456"
57:08.0,Intra/Inter Cloud,"135,92502","-3,313612165"
57:08.0,Positive Cloud to Ground,"135,9300061","-3,559678681"
57:08.0,Negative Cloud to Ground,"135,7331626","-3,402921433"
57:08.0,Intra/Inter Cloud,"135,9263275","-3,376812256"
57:09.0,Positive Cloud to Ground,"136,1636421","-3,248928999"
57:10.0,Positive Cloud to Ground,"135,894081","-3,492419113"
57:11.0,Intra/Inter Cloud,"135,9241469","-3,406847106"
57:11.0,Intra/Inter Cloud,"135,818962","-3,435920147"
57:11.0,Intra/Inter Cloud,"135,8792863","-3,408047153"
57:11.0,Intra/Inter Cloud,"135,7395896","-3,269484766"
57:11.0,Intra/Inter Cloud,"135,799508","-3,363334426"
57:11.0,Intra/Inter Cloud,"135,8691867","-3,308520912"
57:11.0,Intra/Inter Cloud,"134,650154","-2,970418105"
57:14.0,Intra/Inter Cloud,"135,8636471","-3,301361403"
57:15.0,Intra/Inter Cloud,"135,8676494","-3,322802288"
57:15.0,Positive Cloud to Ground,"135,8093874","-3,326618404"
57:16.0,Intra/Inter Cloud,"135,817292","-3,322761725"
57:17.0,Positive Cloud to Ground,"135,9274306","-3,30467877"
57:19.0,Negative Cloud to Ground,"135,8413746","-3,205609652"
57:19.0,Intra/Inter Cloud,"135,8971905","-3,288930523"
57:19.0,Intra/Inter Cloud,"135,7684238","-3,325151914"
57:19.0,Negative Cloud to Ground,"135,7883438","-3,376441087"
57:19.0,Intra/Inter Cloud,"135,7313386","-3,421084085"
57:19.0,Intra/Inter Cloud,"135,7329397","-3,394832192"
57:19.0,Intra/Inter Cloud,"135,930533","-3,457754486"
57:20.0,Positive Cloud to Ground,"135,4946848","-3,038320933"
57:20.0,Negative Cloud to Ground,"135,4211037","-3,057076251"
57:22.0,Positive Cloud to Ground,"135,988035","-3,370968162"
57:24.0,Intra/Inter Cloud,"135,8516468","-3,405991289"
57:24.0,Positive Cloud to Ground,"135,8313528","-3,378762605"
57:27.0,Intra/Inter Cloud,"135,8722896","-3,373356465"
57:27.0,Intra/Inter Cloud,"135,875088","-3,356352564"
57:27.0,Negative Cloud to Ground,"135,8927161","-3,298381782"
57:27.0,Positive Cloud to Ground,"135,8264245","-3,348357591"
57:28.0,Intra/Inter Cloud,"135,842633","-3,331243259"
57:32.0,Intra/Inter Cloud,"135,7467736","-3,316514884"
57:32.0,Intra/Inter Cloud,"136,0577751","-3,302340674"
57:32.0,Intra/Inter Cloud,"135,9883155","-3,300579365"
57:32.0,Intra/Inter Cloud,"135,8732664","-3,296107028"
57:32.0,Intra/Inter Cloud,"135,801938","-3,308567585"
57:32.0,Intra/Inter Cloud,"135,88569","-3,344082057"
57:33.0,Intra/Inter Cloud,"135,9499672","-3,515775186"
57:34.0,Intra/Inter Cloud,"135,787738","-3,487479915"
57:34.0,Intra/Inter Cloud,"135,8478307","-3,503264391"
57:34.0,Intra/Inter Cloud,"135,8913154","-3,529569034"
57:38.0,Intra/Inter Cloud,"135,9130753","-3,272040711"
57:39.0,Intra/Inter Cloud,"135,8457173","-3,41845868"
57:40.0,Positive Cloud to Ground,"135,8217067","-3,30534826"
57:40.0,Intra/Inter Cloud,"135,8868944","-3,321995688"
57:40.0,Negative Cloud to Ground,"135,9237229","-3,289062475"
57:40.0,Intra/Inter Cloud,"136,0400364","-3,217253762"
57:40.0,Intra/Inter Cloud,"136,0982467","-3,310055587"
57:41.0,Intra/Inter Cloud,"136,1189467","-3,224788431"
57:44.0,Intra/Inter Cloud,"135,8374894","-3,388375734"
57:44.0,Intra/Inter Cloud,"135,7432625","-3,367363988"
57:44.0,Intra/Inter Cloud,"135,7341251","-3,349767502"
57:44.0,Intra/Inter Cloud,"134,6528638","-3,038606935"
57:44.0,Intra/Inter Cloud,"135,8989477","-3,357459653"
57:44.0,Intra/Inter Cloud,"135,8833071","-3,438236718"
57:46.0,Intra/Inter Cloud,"135,9692799","-3,459173887"
57:48.0,Intra/Inter Cloud,"135,8674593","-3,374675507"
57:48.0,Positive Cloud to Ground,"136,0313539","-3,325855809"
57:49.0,Intra/Inter Cloud,"135,9684055","-3,266176502"
57:49.0,Intra/Inter Cloud,"135,9200761","-3,267412132"
57:49.0,Intra/Inter Cloud,"135,8392568","-3,411399558"
57:49.0,Intra/Inter Cloud,"135,9143972","-3,452985147"
57:49.0,Intra/Inter Cloud,"135,7761511","-3,431869339"
57:49.0,Positive Cloud to Ground,"135,956817","-3,273117475"
57:49.0,Intra/Inter Cloud,"135,8198797","-3,430324902"
57:49.0,Positive Cloud to Ground,"135,9320763","-3,549712804"
57:50.0,Intra/Inter Cloud,"136,1351811","-3,341874135"
57:50.0,Negative Cloud to Ground,"136,0691834","-3,325780924"
57:50.0,Negative Cloud to Ground,"136,0567724","-3,312041062"
57:50.0,Negative Cloud to Ground,"136,0878553","-3,326933557"
57:50.0,Intra/Inter Cloud,"135,846306","-3,387097611"
57:50.0,Intra/Inter Cloud,"135,9159981","-3,355854811"
57:50.0,Negative Cloud to Ground,"136,0148847","-3,362230228"
57:51.0,Intra/Inter Cloud,"135,399892","-3,011559611"
57:51.0,Intra/Inter Cloud,"136,0860619","-3,299040605"
57:51.0,Negative Cloud to Ground,"135,5314529","-2,91316149"
57:53.0,Intra/Inter Cloud,"136,0859925","-3,271960486"
57:54.0,Intra/Inter Cloud,"135,8195805","-3,400240351"
57:54.0,Intra/Inter Cloud,"135,9558712","-3,30931735"
57:54.0,Positive Cloud to Ground,"135,9292217","-3,276465591"
57:56.0,Intra/Inter Cloud,"135,4757799","-3,06444762"
57:56.0,Negative Cloud to Ground,"135,4720658","-3,058579819"
57:56.0,Negative Cloud to Ground,"135,5080206","-3,045740767"
57:57.0,Negative Cloud to Ground,"136,0250268","-3,250512298"
58:01.0,Intra/Inter Cloud,"135,8547428","-3,338628283"
58:01.0,Intra/Inter Cloud,"135,9602504","-3,408279889"
58:01.0,Intra/Inter Cloud,"136,1293935","-3,445443177"
58:01.0,Intra/Inter Cloud,"135,8563461","-3,392970102"
58:01.0,Positive Cloud to Ground,"136,0126078","-3,299266502"
58:01.0,Intra/Inter Cloud,"135,7612396","-3,359614281"
58:01.0,Intra/Inter Cloud,"135,8101742","-3,310422595"
58:01.0,Positive Cloud to Ground,"135,8687768","-3,365933579"
58:01.0,Intra/Inter Cloud,"135,7429003","-3,346433916"
58:05.0,Intra/Inter Cloud,"135,831646","-3,373731458"
58:05.0,Intra/Inter Cloud,"135,8628761","-3,349542698"
58:05.0,Intra/Inter Cloud,"136,0004696","-3,35496771"
58:05.0,Negative Cloud to Ground,"136,05336","-3,455848605"
58:05.0,Intra/Inter Cloud,"136,0600622","-3,303775379"
58:05.0,Intra/Inter Cloud,"136,0590287","-3,229284654"
58:05.0,Positive Cloud to Ground,"135,8628149","-3,315664546"
58:09.0,Positive Cloud to Ground,"135,9933231","-3,368211463"
58:09.0,Intra/Inter Cloud,"135,4581122","-3,21900221"
58:10.0,Intra/Inter Cloud,"136,0847292","-3,29110165"
58:10.0,Intra/Inter Cloud,"136,0311957","-3,272405307"
58:10.0,Intra/Inter Cloud,"135,8656932","-3,383257484"
58:15.0,Intra/Inter Cloud,"135,517439","-2,938167003"
58:15.0,Negative Cloud to Ground,"135,4469919","-2,950860104"
58:17.0,Intra/Inter Cloud,"135,9072818","-3,266315323"
58:17.0,Intra/Inter Cloud,"135,8161419","-3,467819118"
58:17.0,Intra/Inter Cloud,"135,9011304","-3,299409735"
58:17.0,Intra/Inter Cloud,"136,0288421","-3,288915597"
58:17.0,Intra/Inter Cloud,"135,802091","-3,320593093"
58:17.0,Intra/Inter Cloud,"135,8684736","-3,340263989"
58:17.0,Negative Cloud to Ground,"135,8720216","-3,314610746"
58:17.0,Positive Cloud to Ground,"135,7953568","-3,324628816"
58:18.0,Positive Cloud to Ground,"135,958448","-3,323854845"
58:18.0,Positive Cloud to Ground,"135,9747599","-3,378190855"
58:18.0,Intra/Inter Cloud,"135,9573358","-3,431948335"
58:18.0,Intra/Inter Cloud,"135,7871889","-3,393881766"
58:18.0,Intra/Inter Cloud,"135,7686558","-3,416801705"
58:18.0,Intra/Inter Cloud,"135,8446405","-3,279197642"
58:18.0,Positive Cloud to Ground,"135,9685663","-3,327216587"
58:18.0,Positive Cloud to Ground,"135,8144813","-3,560578012"
58:18.0,Intra/Inter Cloud,"135,8583502","-3,609568748"
58:19.0,Negative Cloud to Ground,"135,8127048","-3,572527625"
58:21.0,Negative Cloud to Ground,"135,8465269","-3,499727128"
58:22.0,Intra/Inter Cloud,"135,9150197","-3,490613034"
58:22.0,Intra/Inter Cloud,"135,7876516","-3,490939791"
58:22.0,Intra/Inter Cloud,"135,8473338","-3,489165744"
58:22.0,Intra/Inter Cloud,"135,9114184","-3,265039368"
58:22.0,Intra/Inter Cloud,"135,7610874","-3,446548756"
58:22.0,Intra/Inter Cloud,"135,7997784","-3,371045929"
58:22.0,Intra/Inter Cloud,"135,9287999","-3,400291874"
58:22.0,Intra/Inter Cloud,"135,7785523","-3,376960686"
58:22.0,Intra/Inter Cloud,"135,9058444","-3,465366892"
